日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
109/07/01,"6,639.64","15,195.94",2020-07-01,6639.64,15195.94,0,0
109/07/02,"6,720.91","15,404.06",2020-07-02,6720.91,15404.06,0,0
109/07/03,"6,770.78","15,518.37",2020-07-03,6770.78,15518.37,0,0
109/07/06,"6,887.07","15,784.89",2020-07-06,6887.07,15784.89,0,0
109/07/07,"6,741.43","15,566.90",2020-07-07,6741.43,15566.9,0,0
109/07/08,"6,778.00","15,651.36",2020-07-08,6778.0,15651.36,0,0
109/07/09,"6,796.35","15,693.71",2020-07-09,6796.35,15693.71,0,0
109/07/10,"6,720.31","15,518.13",2020-07-10,6720.31,15518.13,0,0
109/07/13,"6,742.19","15,659.07",2020-07-13,6742.19,15659.07,0,0
109/07/14,"6,725.87","15,621.17",2020-07-14,6725.87,15621.17,0,0
109/07/15,"6,695.09","15,598.20",2020-07-15,6695.09,15598.2,0,0
109/07/16,"6,685.36","15,608.06",2020-07-16,6685.36,15608.06,0,0
109/07/17,"6,673.13","15,615.90",2020-07-17,6673.13,15615.9,0,0
109/07/20,"6,674.87","15,619.97",2020-07-20,6674.87,15619.97,0,0
109/07/21,"6,722.65","15,731.79",2020-07-21,6722.65,15731.79,0,0
109/07/22,"6,772.30","15,847.97",2020-07-22,6772.3,15847.97,0,0
109/07/23,"6,792.76","15,941.86",2020-07-23,6792.76,15941.86,0,0
109/07/24,"6,701.44","15,745.03",2020-07-24,6701.44,15745.03,0,0
109/07/27,"6,656.47","15,639.37",2020-07-27,6656.47,15639.37,0,0
109/07/28,"6,601.29","15,509.71",2020-07-28,6601.29,15509.71,0,0
109/07/29,"6,638.61","15,597.39",2020-07-29,6638.61,15597.39,0,0
109/07/30,"6,734.33","15,822.29",2020-07-30,6734.33,15822.29,0,0
109/07/31,"6,752.09","15,899.19",2020-07-31,6752.09,15899.19,0,0
