日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/01/03,"5,973.07","16,487.54",2023-01-03,5973.07,16487.54,0,0
112/01/04,"5,944.30","16,408.12",2023-01-04,5944.3,16408.12,0,0
112/01/05,"5,954.25","16,435.59",2023-01-05,5954.25,16435.59,0,0
112/01/06,"6,014.45","16,601.77",2023-01-06,6014.45,16601.77,0,0
112/01/09,"6,106.37","16,855.50",2023-01-09,6106.37,16855.5,0,0
112/01/10,"6,120.20","16,893.68",2023-01-10,6120.2,16893.68,0,0
112/01/11,"6,110.32","16,866.40",2023-01-11,6110.32,16866.4,0,0
112/01/12,"6,087.57","16,803.59",2023-01-12,6087.57,16803.59,0,0
112/01/13,"6,079.49","16,781.30",2023-01-13,6079.49,16781.3,0,0
112/01/16,"6,086.68","16,801.14",2023-01-16,6086.68,16801.14,0,0
