日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/11/01,"5,485.92","15,142.85",2022-11-01,5485.92,15142.85,0,0
111/11/02,"5,518.30","15,232.24",2022-11-02,5518.3,15232.24,0,0
111/11/03,"5,487.01","15,145.86",2022-11-03,5487.01,15145.86,0,0
111/11/04,"5,512.20","15,215.40",2022-11-04,5512.2,15215.4,0,0
111/11/07,"5,605.16","15,471.99",2022-11-07,5605.16,15471.99,0,0
111/11/08,"5,649.99","15,595.74",2022-11-08,5649.99,15595.74,0,0
111/11/09,"5,755.24","15,886.25",2022-11-09,5755.24,15886.25,0,0
111/11/10,"5,734.08","15,827.84",2022-11-10,5734.08,15827.84,0,0
111/11/11,"5,848.53","16,143.78",2022-11-11,5848.53,16143.78,0,0
111/11/14,"5,952.71","16,431.34",2022-11-14,5952.71,16431.34,0,0
111/11/15,"5,983.99","16,517.70",2022-11-15,5983.99,16517.7,0,0
111/11/16,"5,968.14","16,473.92",2022-11-16,5968.14,16473.92,0,0
111/11/17,"5,982.87","16,514.58",2022-11-17,5982.87,16514.58,0,0
111/11/18,"5,955.15","16,438.07",2022-11-18,5955.15,16438.07,0,0
111/11/21,"5,892.75","16,265.84",2022-11-21,5892.75,16265.84,0,0
111/11/22,"5,868.12","16,197.83",2022-11-22,5868.12,16197.83,0,0
111/11/23,"5,880.95","16,233.25",2022-11-23,5880.95,16233.25,0,0
111/11/24,"5,980.70","16,508.59",2022-11-24,5980.7,16508.59,0,0
111/11/25,"5,941.94","16,401.60",2022-11-25,5941.94,16401.6,0,0
111/11/28,"5,896.01","16,274.82",2022-11-28,5896.01,16274.82,0,0
