日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/07/01,"6,320.51","13,294.33",2019-07-01,6320.51,13294.33,0,0
108/07/02,"6,316.76","13,286.43",2019-07-02,6316.76,13286.43,0,0
108/07/03,"6,262.55","13,195.29",2019-07-03,6262.55,13195.29,0,0
108/07/04,"6,272.83","13,296.81",2019-07-04,6272.83,13296.81,0,0
108/07/05,"6,257.07","13,331.34",2019-07-05,6257.07,13331.34,0,0
108/07/08,"6,215.07","13,269.09",2019-07-08,6215.07,13269.09,0,0
108/07/09,"6,178.74","13,191.52",2019-07-09,6178.74,13191.52,0,0
108/07/10,"6,207.90","13,298.13",2019-07-10,6207.9,13298.13,0,0
108/07/11,"6,237.72","13,389.11",2019-07-11,6237.72,13389.11,0,0
108/07/12,"6,238.45","13,411.94",2019-07-12,6238.45,13411.94,0,0
108/07/15,"6,234.34","13,452.28",2019-07-15,6234.34,13452.28,0,0
108/07/16,"6,235.02","13,453.75",2019-07-16,6235.02,13453.75,0,0
108/07/17,"6,209.25","13,398.15",2019-07-17,6209.25,13398.15,0,0
108/07/18,"6,148.89","13,288.56",2019-07-18,6148.89,13288.56,0,0
108/07/19,"6,175.90","13,346.92",2019-07-19,6175.9,13346.92,0,0
108/07/22,"6,167.97","13,379.35",2019-07-22,6167.97,13379.35,0,0
108/07/23,"6,200.69","13,450.31",2019-07-23,6200.69,13450.31,0,0
108/07/24,"6,201.69","13,472.22",2019-07-24,6201.69,13472.22,0,0
108/07/25,"6,238.17","13,551.45",2019-07-25,6238.17,13551.45,0,0
108/07/26,"6,228.05","13,529.49",2019-07-26,6228.05,13529.49,0,0
108/07/29,"6,202.64","13,498.92",2019-07-29,6202.64,13498.92,0,0
108/07/30,"6,184.57","13,459.61",2019-07-30,6184.57,13459.61,0,0
108/07/31,"6,155.55","13,423.90",2019-07-31,6155.55,13423.9,0,0
