日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/12/03,"5,859.79","12,263.52",2018-12-03,5859.79,12263.52,0,0
107/12/04,"5,830.74","12,202.73",2018-12-04,5830.74,12202.73,0,0
107/12/05,"5,762.16","12,059.21",2018-12-05,5762.16,12059.21,0,0
107/12/06,"5,649.46","11,823.33",2018-12-06,5649.46,11823.33,0,0
107/12/07,"5,679.77","11,886.77",2018-12-07,5679.77,11886.77,0,0
107/12/10,"5,625.85","11,773.92",2018-12-10,5625.85,11773.92,0,0
107/12/11,"5,652.98","11,830.70",2018-12-11,5652.98,11830.7,0,0
107/12/12,"5,696.80","11,922.42",2018-12-12,5696.8,11922.42,0,0
107/12/13,"5,731.17","11,994.35",2018-12-13,5731.17,11994.35,0,0
107/12/14,"5,675.49","11,877.81",2018-12-14,5675.49,11877.81,0,0
107/12/17,"5,646.41","11,816.95",2018-12-17,5646.41,11816.95,0,0
107/12/18,"5,612.87","11,746.76",2018-12-18,5612.87,11746.76,0,0
107/12/19,"5,671.77","11,870.03",2018-12-19,5671.77,11870.03,0,0
107/12/20,"5,659.75","11,844.88",2018-12-20,5659.75,11844.88,0,0
107/12/21,"5,621.21","11,764.23",2018-12-21,5621.21,11764.23,0,0
107/12/22,"5,627.52","11,777.43",2018-12-22,5627.52,11777.43,0,0
107/12/24,"5,644.22","11,812.38",2018-12-24,5644.22,11812.38,0,0
107/12/25,"5,603.22","11,726.57",2018-12-25,5603.22,11726.57,0,0
107/12/26,"5,528.29","11,569.76",2018-12-26,5528.29,11569.76,0,0
107/12/27,"5,582.56","11,683.33",2018-12-27,5582.56,11683.33,0,0
107/12/28,"5,597.91","11,715.45",2018-12-28,5597.91,11715.45,0,0
