日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/02/05,"5,421.19","8,532.08",2014-02-05,5421.19,8532.08,0,0
103/02/06,"5,428.76","8,543.99",2014-02-06,5428.76,8543.99,0,0
103/02/07,"5,490.69","8,641.45",2014-02-07,5490.69,8641.45,0,0
103/02/10,"5,522.86","8,692.09",2014-02-10,5522.86,8692.09,0,0
103/02/11,"5,526.15","8,697.27",2014-02-11,5526.15,8697.27,0,0
103/02/12,"5,568.51","8,763.92",2014-02-12,5568.51,8763.92,0,0
103/02/13,"5,544.88","8,726.74",2014-02-13,5544.88,8726.74,0,0
103/02/14,"5,566.10","8,760.14",2014-02-14,5566.1,8760.14,0,0
103/02/17,"5,578.32","8,779.38",2014-02-17,5578.32,8779.38,0,0
103/02/18,"5,596.57","8,808.09",2014-02-18,5596.57,8808.09,0,0
103/02/19,"5,595.58","8,806.53",2014-02-19,5595.58,8806.53,0,0
103/02/20,"5,541.13","8,720.84",2014-02-20,5541.13,8720.84,0,0
103/02/21,"5,595.57","8,806.52",2014-02-21,5595.57,8806.52,0,0
103/02/24,"5,566.40","8,760.61",2014-02-24,5566.4,8760.61,0,0
103/02/25,"5,554.67","8,742.14",2014-02-25,5554.67,8742.14,0,0
103/02/26,"5,584.11","8,788.48",2014-02-26,5584.11,8788.48,0,0
103/02/27,"5,604.46","8,820.51",2014-02-27,5604.46,8820.51,0,0
