日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/11/01,"5,919.88","11,668.85",2017-11-01,5919.88,11668.85,0,0
106/11/02,"5,923.39","11,675.76",2017-11-02,5923.39,11675.76,0,0
106/11/03,"5,932.96","11,694.63",2017-11-03,5932.96,11694.63,0,0
106/11/06,"5,912.73","11,654.75",2017-11-06,5912.73,11654.75,0,0
106/11/07,"5,920.58","11,670.24",2017-11-07,5920.58,11670.24,0,0
106/11/08,"5,921.08","11,671.22",2017-11-08,5921.08,11671.22,0,0
106/11/09,"5,872.73","11,575.91",2017-11-09,5872.73,11575.91,0,0
106/11/10,"5,840.31","11,512.01",2017-11-10,5840.31,11512.01,0,0
106/11/13,"5,754.55","11,342.97",2017-11-13,5754.55,11342.97,0,0
106/11/14,"5,788.54","11,409.96",2017-11-14,5788.54,11409.96,0,0
106/11/15,"5,779.02","11,391.19",2017-11-15,5779.02,11391.19,0,0
106/11/16,"5,777.76","11,388.71",2017-11-16,5777.76,11388.71,0,0
106/11/17,"5,787.55","11,408.02",2017-11-17,5787.55,11408.02,0,0
106/11/20,"5,794.61","11,421.92",2017-11-20,5794.61,11421.92,0,0
106/11/21,"5,816.57","11,465.21",2017-11-21,5816.57,11465.21,0,0
106/11/22,"5,839.14","11,509.70",2017-11-22,5839.14,11509.7,0,0
106/11/23,"5,856.78","11,544.47",2017-11-23,5856.78,11544.47,0,0
106/11/24,"5,872.92","11,576.29",2017-11-24,5872.92,11576.29,0,0
106/11/27,"5,830.60","11,492.88",2017-11-27,5830.6,11492.88,0,0
106/11/28,"5,830.57","11,492.82",2017-11-28,5830.57,11492.82,0,0
106/11/29,"5,823.07","11,478.02",2017-11-29,5823.07,11478.02,0,0
106/11/30,"5,804.45","11,441.32",2017-11-30,5804.45,11441.32,0,0
