日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
115/01/02,"10,008.35","31,762.48",2026-01-02,10008.35,31762.48,0,0
115/01/05,"10,022.22","31,806.49",2026-01-05,10022.22,31806.49,0,0
115/01/06,"10,068.21","31,979.98",2026-01-06,10068.21,31979.98,0,0
115/01/07,"10,155.49","32,257.22",2026-01-07,10155.49,32257.22,0,0
115/01/08,"10,058.38","31,948.75",2026-01-08,10058.38,31948.75,0,0
115/01/09,"10,067.96","31,979.20",2026-01-09,10067.96,31979.2,0,0
115/01/12,"10,150.95","32,242.81",2026-01-12,10150.95,32242.81,0,0
115/01/13,"10,164.42","32,285.57",2026-01-13,10164.42,32285.57,0,0
115/01/14,"10,242.69","32,534.18",2026-01-14,10242.69,32534.18,0,0
115/01/15,"10,260.50","32,590.78",2026-01-15,10260.5,32590.78,0,0
115/01/16,"10,313.68","32,759.66",2026-01-16,10313.68,32759.66,0,0
115/01/19,"10,331.64","32,816.71",2026-01-19,10331.64,32816.71,0,0
115/01/20,"10,337.93","32,836.69",2026-01-20,10337.93,32836.69,0,0
115/01/21,"10,250.22","32,558.10",2026-01-21,10250.22,32558.1,0,0
115/01/22,"10,408.90","33,062.13",2026-01-22,10408.9,33062.13,0,0
115/01/23,"10,420.45","33,098.83",2026-01-23,10420.45,33098.83,0,0
115/01/26,"10,578.13","33,599.65",2026-01-26,10578.13,33599.65,0,0
115/01/27,"10,640.20","33,796.81",2026-01-27,10640.2,33796.81,0,0
