日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/10/01,"6,180.73","13,844.57",2019-10-01,6180.73,13844.57,0,0
108/10/02,"6,183.44","13,891.29",2019-10-02,6183.44,13891.29,0,0
108/10/03,"6,145.65","13,806.40",2019-10-03,6145.65,13806.4,0,0
108/10/04,"6,155.06","13,827.53",2019-10-04,6155.06,13827.53,0,0
108/10/07,"6,217.41","13,967.61",2019-10-07,6217.41,13967.61,0,0
108/10/08,"6,240.95","14,020.49",2019-10-08,6240.95,14020.49,0,0
108/10/09,"6,167.61","13,855.73",2019-10-09,6167.61,13855.73,0,0
108/10/14,"6,231.55","13,999.36",2019-10-14,6231.55,13999.36,0,0
108/10/15,"6,221.08","13,975.85",2019-10-15,6221.08,13975.85,0,0
108/10/16,"6,241.00","14,020.60",2019-10-16,6241.0,14020.6,0,0
108/10/17,"6,276.53","14,100.42",2019-10-17,6276.53,14100.42,0,0
108/10/18,"6,294.00","14,139.66",2019-10-18,6294.0,14139.66,0,0
108/10/21,"6,328.49","14,217.14",2019-10-21,6328.49,14217.14,0,0
108/10/22,"6,342.24","14,248.03",2019-10-22,6342.24,14248.03,0,0
108/10/23,"6,421.00","14,424.98",2019-10-23,6421.0,14424.98,0,0
108/10/24,"6,460.57","14,513.87",2019-10-24,6460.57,14513.87,0,0
108/10/25,"6,437.83","14,462.78",2019-10-25,6437.83,14462.78,0,0
108/10/28,"6,455.60","14,502.70",2019-10-28,6455.6,14502.7,0,0
108/10/29,"6,437.48","14,461.99",2019-10-29,6437.48,14461.99,0,0
108/10/30,"6,441.47","14,470.96",2019-10-30,6441.47,14470.96,0,0
108/10/31,"6,428.72","14,442.31",2019-10-31,6428.72,14442.31,0,0
