日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/11/03,"5,642.40","9,297.47",2014-11-03,5642.4,9297.47,0,0
103/11/04,"5,628.22","9,274.10",2014-11-04,5628.22,9274.1,0,0
103/11/05,"5,587.01","9,206.20",2014-11-05,5587.01,9206.2,0,0
103/11/06,"5,549.14","9,143.79",2014-11-06,5549.14,9143.79,0,0
103/11/07,"5,561.70","9,164.50",2014-11-07,5561.7,9164.5,0,0
103/11/10,"5,638.86","9,291.63",2014-11-10,5638.86,9291.63,0,0
103/11/11,"5,636.18","9,287.22",2014-11-11,5636.18,9287.22,0,0
103/11/12,"5,542.79","9,133.33",2014-11-12,5542.79,9133.33,0,0
103/11/13,"5,536.14","9,122.37",2014-11-13,5536.14,9122.37,0,0
103/11/14,"5,537.35","9,124.37",2014-11-14,5537.35,9124.37,0,0
103/11/17,"5,500.63","9,063.86",2014-11-17,5500.63,9063.86,0,0
103/11/18,"5,478.82","9,027.92",2014-11-18,5478.82,9027.92,0,0
103/11/19,"5,509.30","9,078.14",2014-11-19,5509.3,9078.14,0,0
103/11/20,"5,557.42","9,157.44",2014-11-20,5557.42,9157.44,0,0
103/11/21,"5,562.03","9,165.04",2014-11-21,5562.03,9165.04,0,0
103/11/24,"5,571.03","9,179.86",2014-11-24,5571.03,9179.86,0,0
103/11/25,"5,564.23","9,168.67",2014-11-25,5564.23,9168.67,0,0
103/11/26,"5,559.17","9,160.32",2014-11-26,5559.17,9160.32,0,0
103/11/27,"5,613.42","9,249.72",2014-11-27,5613.42,9249.72,0,0
103/11/28,"5,623.29","9,265.99",2014-11-28,5623.29,9265.99,0,0
