日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/12/01,"5,059.10","8,962.35",2015-12-01,5059.1,8962.35,0,0
104/12/02,"5,089.61","9,016.40",2015-12-02,5089.61,9016.4,0,0
104/12/03,"5,088.99","9,015.29",2015-12-03,5088.99,9015.29,0,0
104/12/04,"5,117.02","9,064.95",2015-12-04,5117.02,9064.95,0,0
104/12/07,"5,141.52","9,108.35",2015-12-07,5141.52,9108.35,0,0
104/12/08,"5,084.99","9,008.21",2015-12-08,5084.99,9008.21,0,0
104/12/09,"5,041.95","8,931.96",2015-12-09,5041.95,8931.96,0,0
104/12/10,"5,047.73","8,942.21",2015-12-10,5047.73,8942.21,0,0
104/12/11,"4,961.02","8,788.60",2015-12-11,4961.02,8788.6,0,0
104/12/14,"4,939.21","8,749.97",2015-12-14,4939.21,8749.97,0,0
104/12/15,"5,016.33","8,886.58",2015-12-15,5016.33,8886.58,0,0
104/12/16,"5,073.41","8,987.69",2015-12-16,5073.41,8987.69,0,0
104/12/17,"5,167.99","9,155.25",2015-12-17,5167.99,9155.25,0,0
104/12/18,"5,206.12","9,222.80",2015-12-18,5206.12,9222.8,0,0
104/12/21,"5,193.54","9,200.51",2015-12-21,5193.54,9200.51,0,0
104/12/22,"5,185.58","9,186.40",2015-12-22,5185.58,9186.4,0,0
104/12/23,"5,207.01","9,224.37",2015-12-23,5207.01,9224.37,0,0
104/12/24,"5,179.16","9,175.04",2015-12-24,5179.16,9175.04,0,0
104/12/25,"5,199.36","9,210.82",2015-12-25,5199.36,9210.82,0,0
104/12/28,"5,185.65","9,186.53",2015-12-28,5185.65,9186.53,0,0
104/12/29,"5,163.28","9,146.91",2015-12-29,5163.28,9146.91,0,0
104/12/30,"5,127.79","9,084.02",2015-12-30,5127.79,9084.02,0,0
104/12/31,"5,125.36","9,079.72",2015-12-31,5125.36,9079.72,0,0
