日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/09/01,"6,125.56","10,093.61",2014-09-01,6125.56,10093.61,0,0
103/09/02,"6,047.32","9,964.69",2014-09-02,6047.32,9964.69,0,0
103/09/03,"6,077.25","10,014.01",2014-09-03,6077.25,10014.01,0,0
103/09/04,"6,035.66","9,945.48",2014-09-04,6035.66,9945.48,0,0
103/09/05,"6,005.81","9,896.29",2014-09-05,6005.81,9896.29,0,0
103/09/09,"6,019.38","9,918.65",2014-09-09,6019.38,9918.65,0,0
103/09/10,"5,984.48","9,861.14",2014-09-10,5984.48,9861.14,0,0
103/09/11,"5,972.10","9,840.74",2014-09-11,5972.1,9840.74,0,0
103/09/12,"5,903.99","9,728.51",2014-09-12,5903.99,9728.51,0,0
103/09/15,"5,900.09","9,722.09",2014-09-15,5900.09,9722.09,0,0
103/09/16,"5,848.47","9,637.03",2014-09-16,5848.47,9637.03,0,0
103/09/17,"5,887.80","9,701.83",2014-09-17,5887.8,9701.83,0,0
103/09/18,"5,899.10","9,720.45",2014-09-18,5899.1,9720.45,0,0
103/09/19,"5,851.93","9,642.72",2014-09-19,5851.93,9642.72,0,0
103/09/22,"5,756.15","9,484.90",2014-09-22,5756.15,9484.9,0,0
103/09/23,"5,738.16","9,455.25",2014-09-23,5738.16,9455.25,0,0
103/09/24,"5,763.32","9,496.72",2014-09-24,5763.32,9496.72,0,0
103/09/25,"5,688.35","9,373.19",2014-09-25,5688.35,9373.19,0,0
103/09/26,"5,675.19","9,351.50",2014-09-26,5675.19,9351.5,0,0
103/09/29,"5,631.31","9,279.19",2014-09-29,5631.31,9279.19,0,0
103/09/30,"5,617.68","9,256.74",2014-09-30,5617.68,9256.74,0,0
