日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/10/01,"5,612.41","8,833.03",2013-10-01,5612.41,8833.03,0,0
102/10/02,"5,634.29","8,867.45",2013-10-02,5634.29,8867.45,0,0
102/10/03,"5,709.51","8,985.84",2013-10-03,5709.51,8985.84,0,0
102/10/04,"5,693.42","8,960.52",2013-10-04,5693.42,8960.52,0,0
102/10/07,"5,654.55","8,899.34",2013-10-07,5654.55,8899.34,0,0
102/10/08,"5,636.35","8,870.71",2013-10-08,5636.35,8870.71,0,0
102/10/09,"5,594.31","8,804.53",2013-10-09,5594.31,8804.53,0,0
102/10/11,"5,588.08","8,794.73",2013-10-11,5588.08,8794.73,0,0
102/10/14,"5,522.23","8,691.09",2013-10-14,5522.23,8691.09,0,0
102/10/15,"5,585.52","8,790.70",2013-10-15,5585.52,8790.7,0,0
102/10/16,"5,556.41","8,744.88",2013-10-16,5556.41,8744.88,0,0
102/10/17,"5,572.18","8,769.70",2013-10-17,5572.18,8769.7,0,0
102/10/18,"5,634.62","8,867.97",2013-10-18,5634.62,8867.97,0,0
102/10/21,"5,594.71","8,805.17",2013-10-21,5594.71,8805.17,0,0
102/10/22,"5,577.94","8,778.78",2013-10-22,5577.94,8778.78,0,0
102/10/23,"5,572.12","8,769.62",2013-10-23,5572.12,8769.62,0,0
102/10/24,"5,580.55","8,782.88",2013-10-24,5580.55,8782.88,0,0
102/10/25,"5,545.71","8,728.05",2013-10-25,5545.71,8728.05,0,0
102/10/28,"5,555.61","8,743.63",2013-10-28,5555.61,8743.63,0,0
102/10/29,"5,558.87","8,748.76",2013-10-29,5558.87,8748.76,0,0
102/10/30,"5,604.86","8,821.14",2013-10-30,5604.86,8821.14,0,0
102/10/31,"5,587.11","8,793.20",2013-10-31,5587.11,8793.2,0,0
