日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/03/03,"9,539.68","28,762.27",2025-03-03,9539.68,28762.27,0,0
114/03/04,"9,522.63","28,710.87",2025-03-04,9522.63,28710.87,0,0
114/03/05,"9,589.52","28,912.54",2025-03-05,9589.52,28912.54,0,0
114/03/06,"9,591.56","28,918.67",2025-03-06,9591.56,28918.67,0,0
114/03/07,"9,550.83","28,795.90",2025-03-07,9550.83,28795.9,0,0
114/03/10,"9,500.71","28,644.76",2025-03-10,9500.71,28644.76,0,0
114/03/11,"9,420.76","28,403.72",2025-03-11,9420.76,28403.72,0,0
114/03/12,"9,443.28","28,471.63",2025-03-12,9443.28,28471.63,0,0
114/03/13,"9,366.50","28,240.13",2025-03-13,9366.5,28240.13,0,0
114/03/14,"9,372.50","28,258.21",2025-03-14,9372.5,28258.21,0,0
114/03/17,"9,427.90","28,425.25",2025-03-17,9427.9,28425.25,0,0
114/03/18,"9,550.24","28,794.11",2025-03-18,9550.24,28794.11,0,0
114/03/19,"9,441.53","28,466.34",2025-03-19,9441.53,28466.34,0,0
114/03/20,"9,523.55","28,740.77",2025-03-20,9523.55,28740.77,0,0
114/03/21,"9,512.51","28,707.45",2025-03-21,9512.51,28707.45,0,0
114/03/24,"9,464.99","28,564.05",2025-03-24,9464.99,28564.05,0,0
