日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/12/01,"9,680.49","30,716.36",2025-12-01,9680.49,30716.36,0,0
114/12/02,"9,758.13","30,962.72",2025-12-02,9758.13,30962.72,0,0
114/12/03,"9,790.52","31,065.48",2025-12-03,9790.52,31065.48,0,0
114/12/04,"9,827.87","31,183.99",2025-12-04,9827.87,31183.99,0,0
114/12/05,"9,870.66","31,319.75",2025-12-05,9870.66,31319.75,0,0
114/12/08,"9,873.73","31,329.49",2025-12-08,9873.73,31329.49,0,0
114/12/09,"9,852.11","31,260.90",2025-12-09,9852.11,31260.9,0,0
114/12/10,"9,853.27","31,264.58",2025-12-10,9853.27,31264.58,0,0
114/12/11,"9,779.31","31,029.90",2025-12-11,9779.31,31029.9,0,0
114/12/12,"9,815.12","31,143.54",2025-12-12,9815.12,31143.54,0,0
114/12/15,"9,757.39","30,960.35",2025-12-15,9757.39,30960.35,0,0
114/12/16,"9,695.16","30,762.91",2025-12-16,9695.16,30762.91,0,0
114/12/17,"9,753.29","30,947.34",2025-12-17,9753.29,30947.34,0,0
114/12/18,"9,709.55","30,808.55",2025-12-18,9709.55,30808.55,0,0
114/12/19,"9,826.50","31,179.63",2025-12-19,9826.5,31179.63,0,0
114/12/22,"9,907.90","31,437.92",2025-12-22,9907.9,31437.92,0,0
114/12/23,"9,843.43","31,239.09",2025-12-23,9843.43,31239.09,0,0
114/12/24,"9,852.55","31,268.06",2025-12-24,9852.55,31268.06,0,0
114/12/26,"9,875.02","31,339.34",2025-12-26,9875.02,31339.34,0,0
114/12/29,"9,913.12","31,460.27",2025-12-29,9913.12,31460.27,0,0
114/12/30,"9,889.09","31,384.01",2025-12-30,9889.09,31384.01,0,0
