日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/12/01,"5,604.00","9,234.19",2014-12-01,5604.0,9234.19,0,0
103/12/02,"5,613.10","9,249.19",2014-12-02,5613.1,9249.19,0,0
103/12/03,"5,704.61","9,399.97",2014-12-03,5704.61,9399.97,0,0
103/12/04,"5,736.25","9,452.11",2014-12-04,5736.25,9452.11,0,0
103/12/05,"5,756.30","9,485.16",2014-12-05,5756.3,9485.16,0,0
103/12/08,"5,747.16","9,470.09",2014-12-08,5747.16,9470.09,0,0
103/12/09,"5,725.38","9,434.20",2014-12-09,5725.38,9434.2,0,0
103/12/10,"5,692.43","9,379.91",2014-12-10,5692.43,9379.91,0,0
103/12/11,"5,679.62","9,358.81",2014-12-11,5679.62,9358.81,0,0
103/12/12,"5,696.41","9,386.47",2014-12-12,5696.41,9386.47,0,0
103/12/15,"5,663.18","9,331.71",2014-12-15,5663.18,9331.71,0,0
103/12/16,"5,659.36","9,325.41",2014-12-16,5659.36,9325.41,0,0
103/12/17,"5,579.15","9,193.24",2014-12-17,5579.15,9193.24,0,0
103/12/18,"5,597.69","9,223.80",2014-12-18,5597.69,9223.8,0,0
103/12/19,"5,645.78","9,303.04",2014-12-19,5645.78,9303.04,0,0
103/12/22,"5,692.75","9,380.44",2014-12-22,5692.75,9380.44,0,0
103/12/23,"5,712.23","9,412.54",2014-12-23,5712.23,9412.54,0,0
103/12/24,"5,739.26","9,457.07",2014-12-24,5739.26,9457.07,0,0
103/12/25,"5,733.03","9,446.80",2014-12-25,5733.03,9446.8,0,0
103/12/26,"5,748.27","9,471.93",2014-12-26,5748.27,9471.93,0,0
103/12/27,"5,752.27","9,478.51",2014-12-27,5752.27,9478.51,0,0
103/12/29,"5,792.75","9,545.21",2014-12-29,5792.75,9545.21,0,0
103/12/30,"5,797.63","9,553.25",2014-12-30,5797.63,9553.25,0,0
103/12/31,"5,811.94","9,576.84",2014-12-31,5811.94,9576.84,0,0
