日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/03/01,"9,179.21","26,673.94",2024-03-01,9179.21,26673.94,0,0
113/03/04,"9,270.59","26,939.50",2024-03-04,9270.59,26939.5,0,0
113/03/05,"9,328.97","27,109.15",2024-03-05,9328.97,27109.15,0,0
113/03/06,"9,418.48","27,369.26",2024-03-06,9418.48,27369.26,0,0
113/03/07,"9,458.00","27,484.08",2024-03-07,9458.0,27484.08,0,0
113/03/08,"9,395.65","27,302.91",2024-03-08,9395.65,27302.91,0,0
113/03/11,"9,401.06","27,318.63",2024-03-11,9401.06,27318.63,0,0
113/03/12,"9,531.80","27,698.54",2024-03-12,9531.8,27698.54,0,0
113/03/13,"9,541.56","27,726.91",2024-03-13,9541.56,27726.91,0,0
113/03/14,"9,468.28","27,513.95",2024-03-14,9468.28,27513.95,0,0
113/03/15,"9,538.83","27,718.97",2024-03-15,9538.83,27718.97,0,0
113/03/18,"9,625.87","27,971.90",2024-03-18,9625.87,27971.9,0,0
113/03/19,"9,666.20","28,089.10",2024-03-19,9666.2,28089.1,0,0
113/03/20,"9,656.90","28,062.07",2024-03-20,9656.9,28062.07,0,0
113/03/21,"9,756.00","28,350.05",2024-03-21,9756.0,28350.05,0,0
113/03/22,"9,716.44","28,249.82",2024-03-22,9716.44,28249.82,0,0
113/03/25,"9,653.80","28,067.70",2024-03-25,9653.8,28067.7,0,0
113/03/26,"9,570.51","27,825.53",2024-03-26,9570.51,27825.53,0,0
113/03/27,"9,646.75","28,061.04",2024-03-27,9646.75,28061.04,0,0
113/03/28,"9,677.38","28,183.99",2024-03-28,9677.38,28183.99,0,0
113/03/29,"9,717.64","28,324.44",2024-03-29,9717.64,28324.44,0,0
