日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/07/01,"5,338.76","9,538.78",2016-07-01,5338.76,9538.78,0,0
105/07/04,"5,385.02","9,621.44",2016-07-04,5385.02,9621.44,0,0
105/07/05,"5,367.23","9,589.66",2016-07-05,5367.23,9589.66,0,0
105/07/06,"5,290.73","9,452.98",2016-07-06,5290.73,9452.98,0,0
105/07/07,"5,357.15","9,571.64",2016-07-07,5357.15,9571.64,0,0
105/07/08,"5,357.15","9,571.64",2016-07-08,5357.15,9571.64,0,0
105/07/11,"5,479.06","9,811.04",2016-07-11,5479.06,9811.04,0,0
105/07/12,"5,480.44","9,832.56",2016-07-12,5480.44,9832.56,0,0
105/07/13,"5,525.87","9,982.71",2016-07-13,5525.87,9982.71,0,0
105/07/14,"5,514.69","9,978.84",2016-07-14,5514.69,9978.84,0,0
105/07/15,"5,549.31","10,041.47",2016-07-15,5549.31,10041.47,0,0
105/07/18,"5,588.24","10,111.92",2016-07-18,5588.24,10111.92,0,0
105/07/19,"5,602.52","10,137.76",2016-07-19,5602.52,10137.76,0,0
105/07/20,"5,554.39","10,078.74",2016-07-20,5554.39,10078.74,0,0
105/07/21,"5,602.52","10,166.06",2016-07-21,5602.52,10166.06,0,0
105/07/22,"5,599.96","10,161.42",2016-07-22,5599.96,10161.42,0,0
105/07/25,"5,578.83","10,133.68",2016-07-25,5578.83,10133.68,0,0
105/07/26,"5,553.44","10,132.13",2016-07-26,5553.44,10132.13,0,0
105/07/27,"5,583.04","10,186.13",2016-07-27,5583.04,10186.13,0,0
105/07/28,"5,605.60","10,227.29",2016-07-28,5605.6,10227.29,0,0
105/07/29,"5,588.72","10,196.49",2016-07-29,5588.72,10196.49,0,0
