日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/04/01,"5,635.23","8,478.96",2013-04-01,5635.23,8478.96,0,0
102/04/02,"5,666.97","8,526.71",2013-04-02,5666.97,8526.71,0,0
102/04/03,"5,703.43","8,581.57",2013-04-03,5703.43,8581.57,0,0
102/04/08,"5,571.77","8,383.47",2013-04-08,5571.77,8383.47,0,0
102/04/09,"5,551.83","8,353.47",2013-04-09,5551.83,8353.47,0,0
102/04/10,"5,550.22","8,351.05",2013-04-10,5550.22,8351.05,0,0
102/04/11,"5,650.54","8,501.99",2013-04-11,5650.54,8501.99,0,0
102/04/12,"5,630.20","8,471.39",2013-04-12,5630.2,8471.39,0,0
102/04/15,"5,608.11","8,438.16",2013-04-15,5608.11,8438.16,0,0
102/04/16,"5,621.49","8,458.29",2013-04-16,5621.49,8458.29,0,0
102/04/17,"5,630.15","8,471.31",2013-04-17,5630.15,8471.31,0,0
102/04/18,"5,621.49","8,458.28",2013-04-18,5621.49,8458.28,0,0
102/04/19,"5,665.66","8,524.74",2013-04-19,5665.66,8524.74,0,0
102/04/22,"5,693.70","8,566.93",2013-04-22,5693.7,8566.93,0,0
102/04/23,"5,701.29","8,578.35",2013-04-23,5701.29,8578.35,0,0
102/04/24,"5,744.18","8,642.89",2013-04-24,5744.18,8642.89,0,0
102/04/25,"5,757.26","8,662.56",2013-04-25,5757.26,8662.56,0,0
102/04/26,"5,768.35","8,679.25",2013-04-26,5768.35,8679.25,0,0
102/04/29,"5,794.15","8,718.08",2013-04-29,5794.15,8718.08,0,0
102/04/30,"5,859.12","8,815.83",2013-04-30,5859.12,8815.83,0,0
