日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/11/01,"5,533.87","10,367.57",2016-11-01,5533.87,10367.57,0,0
105/11/02,"5,433.62","10,179.76",2016-11-02,5433.62,10179.76,0,0
105/11/03,"5,383.16","10,085.23",2016-11-03,5383.16,10085.23,0,0
105/11/04,"5,389.04","10,096.24",2016-11-04,5389.04,10096.24,0,0
105/11/07,"5,433.46","10,179.45",2016-11-07,5433.46,10179.45,0,0
105/11/08,"5,477.17","10,261.35",2016-11-08,5477.17,10261.35,0,0
105/11/09,"5,295.89","9,921.72",2016-11-09,5295.89,9921.72,0,0
105/11/10,"5,449.77","10,210.02",2016-11-10,5449.77,10210.02,0,0
105/11/11,"5,305.54","9,939.80",2016-11-11,5305.54,9939.8,0,0
105/11/14,"5,295.44","9,920.89",2016-11-14,5295.44,9920.89,0,0
105/11/15,"5,296.11","9,922.14",2016-11-15,5296.11,9922.14,0,0
105/11/16,"5,321.97","9,970.59",2016-11-16,5321.97,9970.59,0,0
105/11/17,"5,298.03","9,925.73",2016-11-17,5298.03,9925.73,0,0
105/11/18,"5,345.37","10,014.42",2016-11-18,5345.37,10014.42,0,0
105/11/21,"5,372.46","10,065.17",2016-11-21,5372.46,10065.17,0,0
105/11/22,"5,438.25","10,188.43",2016-11-22,5438.25,10188.43,0,0
105/11/23,"5,434.26","10,180.95",2016-11-23,5434.26,10180.95,0,0
105/11/24,"5,428.48","10,170.12",2016-11-24,5428.48,10170.12,0,0
105/11/25,"5,442.73","10,196.82",2016-11-25,5442.73,10196.82,0,0
105/11/28,"5,464.53","10,237.67",2016-11-28,5464.53,10237.67,0,0
105/11/29,"5,431.63","10,176.02",2016-11-29,5431.63,10176.02,0,0
105/11/30,"5,468.74","10,245.56",2016-11-30,5468.74,10245.56,0,0
