日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/02/11,"5,872.82","12,290.80",2019-02-11,5872.82,12290.8,0,0
108/02/12,"5,954.65","12,462.06",2019-02-12,5954.65,12462.06,0,0
108/02/13,"5,986.33","12,528.35",2019-02-13,5986.33,12528.35,0,0
108/02/14,"5,989.06","12,534.07",2019-02-14,5989.06,12534.07,0,0
108/02/15,"5,977.85","12,510.61",2019-02-15,5977.85,12510.61,0,0
108/02/18,"6,002.01","12,561.18",2019-02-18,6002.01,12561.18,0,0
108/02/19,"6,007.65","12,572.97",2019-02-19,6007.65,12572.97,0,0
108/02/20,"6,072.12","12,707.90",2019-02-20,6072.12,12707.9,0,0
108/02/21,"6,091.95","12,749.40",2019-02-21,6091.95,12749.4,0,0
108/02/22,"6,101.07","12,768.49",2019-02-22,6101.07,12768.49,0,0
108/02/25,"6,160.77","12,893.43",2019-02-25,6160.77,12893.43,0,0
108/02/26,"6,155.29","12,881.96",2019-02-26,6155.29,12881.96,0,0
108/02/27,"6,119.75","12,807.57",2019-02-27,6119.75,12807.57,0,0
