日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/05/02,"5,801.75","9,131.01",2014-05-02,5801.75,9131.01,0,0
103/05/05,"5,822.70","9,163.98",2014-05-05,5822.7,9163.98,0,0
103/05/06,"5,848.02","9,203.84",2014-05-06,5848.02,9203.84,0,0
103/05/07,"5,823.57","9,165.35",2014-05-07,5823.57,9165.35,0,0
103/05/08,"5,838.32","9,188.57",2014-05-08,5838.32,9188.57,0,0
103/05/09,"5,805.69","9,137.21",2014-05-09,5805.69,9137.21,0,0
103/05/12,"5,766.57","9,075.65",2014-05-12,5766.57,9075.65,0,0
103/05/13,"5,750.59","9,050.50",2014-05-13,5750.59,9050.5,0,0
103/05/14,"5,774.04","9,087.40",2014-05-14,5774.04,9087.4,0,0
103/05/15,"5,793.03","9,117.29",2014-05-15,5793.03,9117.29,0,0
103/05/16,"5,811.98","9,147.11",2014-05-16,5811.98,9147.11,0,0
103/05/19,"5,836.26","9,185.32",2014-05-19,5836.26,9185.32,0,0
103/05/20,"5,816.33","9,153.96",2014-05-20,5816.33,9153.96,0,0
103/05/21,"5,799.99","9,128.25",2014-05-21,5799.99,9128.25,0,0
103/05/22,"5,861.79","9,225.50",2014-05-22,5861.79,9225.5,0,0
103/05/23,"5,891.34","9,272.01",2014-05-23,5891.34,9272.01,0,0
103/05/26,"5,893.90","9,276.03",2014-05-26,5893.9,9276.03,0,0
103/05/27,"5,908.72","9,299.36",2014-05-27,5908.72,9299.36,0,0
103/05/28,"5,965.44","9,388.63",2014-05-28,5965.44,9388.63,0,0
103/05/29,"5,997.34","9,438.83",2014-05-29,5997.34,9438.83,0,0
103/05/30,"6,014.75","9,466.24",2014-05-30,6014.75,9466.24,0,0
