日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/04/01,"5,205.25","9,221.26",2016-04-01,5205.25,9221.26,0,0
105/04/06,"5,172.08","9,162.50",2016-04-06,5172.08,9162.5,0,0
105/04/07,"5,174.16","9,166.17",2016-04-07,5174.16,9166.17,0,0
105/04/08,"5,140.99","9,107.42",2016-04-08,5140.99,9107.42,0,0
105/04/11,"5,142.79","9,110.60",2016-04-11,5142.79,9110.6,0,0
105/04/12,"5,154.31","9,131.01",2016-04-12,5154.31,9131.01,0,0
105/04/13,"5,202.75","9,216.82",2016-04-13,5202.75,9216.82,0,0
105/04/14,"5,232.28","9,269.13",2016-04-14,5232.28,9269.13,0,0
105/04/15,"5,243.43","9,288.89",2016-04-15,5243.43,9288.89,0,0
105/04/18,"5,215.02","9,238.56",2016-04-18,5215.02,9238.56,0,0
105/04/19,"5,199.24","9,210.60",2016-04-19,5199.24,9210.6,0,0
105/04/20,"5,117.00","9,064.92",2016-04-20,5117.0,9064.92,0,0
105/04/21,"5,114.90","9,061.20",2016-04-21,5114.9,9061.2,0,0
105/04/22,"5,093.84","9,023.89",2016-04-22,5093.84,9023.89,0,0
105/04/25,"5,158.99","9,139.30",2016-04-25,5158.99,9139.3,0,0
105/04/26,"5,157.61","9,136.85",2016-04-26,5157.61,9136.85,0,0
105/04/27,"5,135.53","9,097.75",2016-04-27,5135.53,9097.75,0,0
105/04/28,"5,100.71","9,036.05",2016-04-28,5100.71,9036.05,0,0
105/04/29,"5,050.41","8,946.95",2016-04-29,5050.41,8946.95,0,0
