日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/03/01,"5,759.15","10,789.63",2017-03-01,5759.15,10789.63,0,0
106/03/02,"5,744.72","10,762.60",2017-03-02,5744.72,10762.6,0,0
106/03/03,"5,764.75","10,800.12",2017-03-03,5764.75,10800.12,0,0
106/03/06,"5,770.59","10,811.06",2017-03-06,5770.59,10811.06,0,0
106/03/07,"5,783.74","10,835.70",2017-03-07,5783.74,10835.7,0,0
106/03/08,"5,785.36","10,838.73",2017-03-08,5785.36,10838.73,0,0
106/03/09,"5,737.33","10,748.74",2017-03-09,5737.33,10748.74,0,0
106/03/10,"5,724.95","10,725.56",2017-03-10,5724.95,10725.56,0,0
106/03/13,"5,743.42","10,760.16",2017-03-13,5743.42,10760.16,0,0
106/03/14,"5,802.07","10,870.04",2017-03-14,5802.07,10870.04,0,0
106/03/15,"5,798.01","10,862.43",2017-03-15,5798.01,10862.43,0,0
106/03/16,"5,836.35","10,934.25",2017-03-16,5836.35,10934.25,0,0
106/03/17,"5,866.42","10,990.59",2017-03-17,5866.42,10990.59,0,0
106/03/20,"5,881.11","11,018.13",2017-03-20,5881.11,11018.13,0,0
106/03/21,"5,906.24","11,065.19",2017-03-21,5906.24,11065.19,0,0
106/03/22,"5,895.67","11,045.40",2017-03-22,5895.67,11045.4,0,0
106/03/23,"5,882.56","11,020.84",2017-03-23,5882.56,11020.84,0,0
106/03/24,"5,885.22","11,025.83",2017-03-24,5885.22,11025.83,0,0
106/03/27,"5,829.12","10,920.71",2017-03-27,5829.12,10920.71,0,0
106/03/28,"5,816.43","10,896.93",2017-03-28,5816.43,10896.93,0,0
106/03/29,"5,814.97","10,894.20",2017-03-29,5814.97,10894.2,0,0
106/03/30,"5,805.88","10,877.17",2017-03-30,5805.88,10877.17,0,0
106/03/31,"5,810.91","10,886.61",2017-03-31,5810.91,10886.61,0,0
