日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/02/02,"5,913.01","9,743.37",2015-02-02,5913.01,9743.37,0,0
104/02/03,"5,932.28","9,775.13",2015-02-03,5932.28,9775.13,0,0
104/02/04,"5,970.92","9,838.80",2015-02-04,5970.92,9838.8,0,0
104/02/05,"5,973.14","9,842.46",2015-02-05,5973.14,9842.46,0,0
104/02/06,"5,949.49","9,803.49",2015-02-06,5949.49,9803.49,0,0
104/02/09,"5,930.00","9,771.37",2015-02-09,5930.0,9771.37,0,0
104/02/10,"5,894.25","9,712.47",2015-02-10,5894.25,9712.47,0,0
104/02/11,"5,932.72","9,775.85",2015-02-11,5932.72,9775.85,0,0
104/02/12,"5,937.07","9,783.03",2015-02-12,5937.07,9783.03,0,0
104/02/13,"5,975.35","9,846.09",2015-02-13,5975.35,9846.09,0,0
104/02/24,"6,025.74","9,929.13",2015-02-24,6025.74,9929.13,0,0
104/02/25,"6,050.32","9,969.64",2015-02-25,6050.32,9969.64,0,0
104/02/26,"6,033.83","9,942.47",2015-02-26,6033.83,9942.47,0,0
