日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
101/06/01,"5,548.87","7,889.03",2012-06-01,5548.87,7889.03,0,0
101/06/04,"5,426.24","7,714.69",2012-06-04,5426.24,7714.69,0,0
101/06/05,"5,467.86","7,773.86",2012-06-05,5467.86,7773.86,0,0
101/06/06,"5,516.04","7,842.36",2012-06-06,5516.04,7842.36,0,0
101/06/07,"5,528.57","7,860.18",2012-06-07,5528.57,7860.18,0,0
101/06/08,"5,487.81","7,802.22",2012-06-08,5487.81,7802.22,0,0
101/06/11,"5,557.68","7,901.56",2012-06-11,5557.68,7901.56,0,0
101/06/12,"5,536.07","7,870.84",2012-06-12,5536.07,7870.84,0,0
101/06/13,"5,543.82","7,881.85",2012-06-13,5543.82,7881.85,0,0
101/06/14,"5,525.40","7,855.67",2012-06-14,5525.4,7855.67,0,0
101/06/15,"5,615.78","7,984.17",2012-06-15,5615.78,7984.17,0,0
101/06/18,"5,696.77","8,099.31",2012-06-18,5696.77,8099.31,0,0
101/06/19,"5,689.35","8,088.76",2012-06-19,5689.35,8088.76,0,0
101/06/20,"5,729.19","8,145.40",2012-06-20,5729.19,8145.4,0,0
101/06/21,"5,705.39","8,111.57",2012-06-21,5705.39,8111.57,0,0
101/06/22,"5,669.55","8,060.62",2012-06-22,5669.55,8060.62,0,0
101/06/25,"5,638.65","8,016.68",2012-06-25,5638.65,8016.68,0,0
101/06/26,"5,628.46","8,002.20",2012-06-26,5628.46,8002.2,0,0
101/06/27,"5,654.88","8,039.75",2012-06-27,5654.88,8039.75,0,0
101/06/28,"5,631.95","8,024.77",2012-06-28,5631.95,8024.77,0,0
101/06/29,"5,716.19","8,144.81",2012-06-29,5716.19,8144.81,0,0
