日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/09/01,"7,386.64","18,469.06",2021-09-01,7386.64,18469.06,0,0
110/09/02,"7,314.81","18,289.47",2021-09-02,7314.81,18289.47,0,0
110/09/03,"7,340.77","18,354.39",2021-09-03,7340.77,18354.39,0,0
110/09/06,"7,289.17","18,225.37",2021-09-06,7289.17,18225.37,0,0
110/09/07,"7,347.19","18,370.44",2021-09-07,7347.19,18370.44,0,0
110/09/08,"7,236.76","18,094.33",2021-09-08,7236.76,18094.33,0,0
110/09/09,"7,274.82","18,189.49",2021-09-09,7274.82,18189.49,0,0
110/09/10,"7,346.07","18,367.63",2021-09-10,7346.07,18367.63,0,0
110/09/13,"7,375.01","18,440.01",2021-09-13,7375.01,18440.01,0,0
110/09/14,"7,357.19","18,395.45",2021-09-14,7357.19,18395.45,0,0
110/09/15,"7,354.07","18,387.65",2021-09-15,7354.07,18387.65,0,0
110/09/16,"7,358.34","18,398.31",2021-09-16,7358.34,18398.31,0,0
110/09/17,"7,385.62","18,466.51",2021-09-17,7385.62,18466.51,0,0
110/09/22,"7,253.62","18,136.47",2021-09-22,7253.62,18136.47,0,0
110/09/23,"7,311.67","18,281.61",2021-09-23,7311.67,18281.61,0,0
110/09/24,"7,348.39","18,398.82",2021-09-24,7348.39,18398.82,0,0
110/09/27,"7,339.24","18,375.90",2021-09-27,7339.24,18375.9,0,0
110/09/28,"7,297.72","18,271.94",2021-09-28,7297.72,18271.94,0,0
110/09/29,"7,209.65","18,051.44",2021-09-29,7209.65,18051.44,0,0
110/09/30,"7,229.32","18,100.69",2021-09-30,7229.32,18100.69,0,0
