日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/03/01,"5,813.82","8,747.66",2013-03-01,5813.82,8747.66,0,0
102/03/04,"5,771.76","8,684.38",2013-03-04,5771.76,8684.38,0,0
102/03/05,"5,794.52","8,718.63",2013-03-05,5794.52,8718.63,0,0
102/03/06,"5,796.10","8,721.01",2013-03-06,5796.1,8721.01,0,0
102/03/07,"5,799.10","8,725.52",2013-03-07,5799.1,8725.52,0,0
102/03/08,"5,827.23","8,767.84",2013-03-08,5827.23,8767.84,0,0
102/03/11,"5,812.12","8,745.11",2013-03-11,5812.12,8745.11,0,0
102/03/12,"5,767.15","8,677.45",2013-03-12,5767.15,8677.45,0,0
102/03/13,"5,734.54","8,628.39",2013-03-13,5734.54,8628.39,0,0
102/03/14,"5,700.49","8,577.14",2013-03-14,5700.49,8577.14,0,0
102/03/15,"5,660.49","8,516.96",2013-03-15,5660.49,8516.96,0,0
102/03/18,"5,572.87","8,385.13",2013-03-18,5572.87,8385.13,0,0
102/03/19,"5,564.68","8,372.81",2013-03-19,5564.68,8372.81,0,0
102/03/20,"5,540.80","8,336.88",2013-03-20,5540.8,8336.88,0,0
102/03/21,"5,577.35","8,391.86",2013-03-21,5577.35,8391.86,0,0
102/03/22,"5,584.78","8,403.04",2013-03-22,5584.78,8403.04,0,0
102/03/25,"5,616.88","8,451.35",2013-03-25,5616.88,8451.35,0,0
102/03/26,"5,626.40","8,465.67",2013-03-26,5626.4,8465.67,0,0
102/03/27,"5,627.13","8,466.77",2013-03-27,5627.13,8466.77,0,0
102/03/28,"5,616.65","8,451.00",2013-03-28,5616.65,8451.0,0,0
102/03/29,"5,646.47","8,495.86",2013-03-29,5646.47,8495.86,0,0
