日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/06/03,"10,013.24","29,208.94",2024-06-03,10013.24,29208.94,0,0
113/06/04,"9,931.42","28,970.28",2024-06-04,9931.42,28970.28,0,0
113/06/05,"9,851.82","28,764.12",2024-06-05,9851.82,28764.12,0,0
113/06/06,"9,899.00","28,916.99",2024-06-06,9899.0,28916.99,0,0
113/06/07,"9,890.64","28,892.54",2024-06-07,9890.64,28892.54,0,0
113/06/11,"9,853.33","28,783.56",2024-06-11,9853.33,28783.56,0,0
113/06/12,"9,883.60","28,872.00",2024-06-12,9883.6,28872.0,0,0
113/06/13,"10,023.42","29,280.41",2024-06-13,10023.42,29280.41,0,0
113/06/14,"10,085.36","29,461.36",2024-06-14,10085.36,29461.36,0,0
113/06/17,"10,103.77","29,515.15",2024-06-17,10103.77,29515.15,0,0
113/06/18,"10,152.34","29,694.68",2024-06-18,10152.34,29694.68,0,0
113/06/19,"10,281.26","30,071.74",2024-06-19,10281.26,30071.74,0,0
113/06/20,"10,391.35","30,434.48",2024-06-20,10391.35,30434.48,0,0
113/06/21,"10,325.32","30,241.11",2024-06-21,10325.32,30241.11,0,0
113/06/24,"10,199.39","29,929.70",2024-06-24,10199.39,29929.7,0,0
113/06/25,"10,174.19","29,869.00",2024-06-25,10174.19,29869.0,0,0
