日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/04/01,"9,593.91","27,963.79",2024-04-01,9593.91,27963.79,0,0
113/04/02,"9,689.48","28,242.35",2024-04-02,9689.48,28242.35,0,0
113/04/03,"9,650.25","28,128.02",2024-04-03,9650.25,28128.02,0,0
113/04/08,"9,675.59","28,201.86",2024-04-08,9675.59,28201.86,0,0
113/04/09,"9,704.48","28,286.08",2024-04-09,9704.48,28286.08,0,0
113/04/10,"9,712.61","28,309.79",2024-04-10,9712.61,28309.79,0,0
113/04/11,"9,720.79","28,333.63",2024-04-11,9720.79,28333.63,0,0
113/04/12,"9,664.72","28,192.30",2024-04-12,9664.72,28192.3,0,0
113/04/15,"9,555.62","27,874.05",2024-04-15,9555.62,27874.05,0,0
113/04/16,"9,281.79","27,075.29",2024-04-16,9281.79,27075.29,0,0
113/04/17,"9,402.70","27,427.98",2024-04-17,9402.7,27427.98,0,0
113/04/18,"9,425.29","27,493.87",2024-04-18,9425.29,27493.87,0,0
113/04/19,"9,200.62","26,838.52",2024-04-19,9200.62,26838.52,0,0
113/04/22,"9,119.38","26,601.52",2024-04-22,9119.38,26601.52,0,0
113/04/23,"9,154.19","26,703.06",2024-04-23,9154.19,26703.06,0,0
113/04/24,"9,352.38","27,281.21",2024-04-24,9352.38,27281.21,0,0
