日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/08/03,"5,022.90","8,603.18",2015-08-03,5022.9,8603.18,0,0
104/08/04,"4,982.95","8,534.76",2015-08-04,4982.95,8534.76,0,0
104/08/05,"4,974.66","8,520.56",2015-08-05,4974.66,8520.56,0,0
104/08/06,"4,869.31","8,406.44",2015-08-06,4869.31,8406.44,0,0
104/08/07,"4,843.16","8,361.30",2015-08-07,4843.16,8361.3,0,0
104/08/10,"4,870.33","8,444.33",2015-08-10,4870.33,8444.33,0,0
104/08/11,"4,846.86","8,403.64",2015-08-11,4846.86,8403.64,0,0
104/08/12,"4,800.85","8,364.77",2015-08-12,4800.85,8364.77,0,0
104/08/13,"4,815.69","8,444.57",2015-08-13,4815.69,8444.57,0,0
104/08/14,"4,785.33","8,391.33",2015-08-14,4785.33,8391.33,0,0
104/08/17,"4,731.45","8,296.84",2015-08-17,4731.45,8296.84,0,0
104/08/18,"4,701.33","8,244.04",2015-08-18,4701.33,8244.04,0,0
104/08/19,"4,561.60","7,999.00",2015-08-19,4561.6,7999.0,0,0
104/08/20,"4,589.77","8,048.40",2015-08-20,4589.77,8048.4,0,0
104/08/21,"4,475.58","7,848.17",2015-08-21,4475.58,7848.17,0,0
104/08/24,"4,303.45","7,546.33",2015-08-24,4303.45,7546.33,0,0
104/08/25,"4,381.44","7,683.09",2015-08-25,4381.44,7683.09,0,0
104/08/26,"4,413.62","7,739.52",2015-08-26,4413.62,7739.52,0,0
104/08/27,"4,495.01","7,924.79",2015-08-27,4495.01,7924.79,0,0
104/08/28,"4,643.22","8,186.09",2015-08-28,4643.22,8186.09,0,0
104/08/31,"4,693.65","8,275.01",2015-08-31,4693.65,8275.01,0,0
