日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/03/01,"6,078.07","11,980.66",2018-03-01,6078.07,11980.66,0,0
107/03/02,"6,029.06","11,884.07",2018-03-02,6029.06,11884.07,0,0
107/03/05,"5,984.51","11,796.24",2018-03-05,5984.51,11796.24,0,0
107/03/06,"6,012.56","11,851.54",2018-03-06,6012.56,11851.54,0,0
107/03/07,"6,014.58","11,855.52",2018-03-07,6014.58,11855.52,0,0
107/03/08,"6,061.99","11,948.96",2018-03-08,6061.99,11948.96,0,0
107/03/09,"6,070.72","11,966.18",2018-03-09,6070.72,11966.18,0,0
107/03/12,"6,117.47","12,058.32",2018-03-12,6117.47,12058.32,0,0
107/03/13,"6,140.48","12,103.68",2018-03-13,6140.48,12103.68,0,0
107/03/14,"6,127.04","12,077.20",2018-03-14,6127.04,12077.2,0,0
107/03/15,"6,120.98","12,065.24",2018-03-15,6120.98,12065.24,0,0
107/03/16,"6,139.65","12,102.05",2018-03-16,6139.65,12102.05,0,0
107/03/19,"6,146.81","12,116.16",2018-03-19,6146.81,12116.16,0,0
107/03/20,"6,135.05","12,092.99",2018-03-20,6135.05,12092.99,0,0
107/03/21,"6,131.81","12,086.60",2018-03-21,6131.81,12086.6,0,0
107/03/22,"6,127.29","12,077.68",2018-03-22,6127.29,12077.68,0,0
107/03/23,"6,036.99","11,899.69",2018-03-23,6036.99,11899.69,0,0
107/03/26,"6,064.34","11,953.60",2018-03-26,6064.34,11953.6,0,0
107/03/27,"6,117.30","12,057.99",2018-03-27,6117.3,12057.99,0,0
107/03/28,"6,054.43","11,934.06",2018-03-28,6054.43,11934.06,0,0
107/03/29,"6,048.30","11,921.99",2018-03-29,6048.3,11921.99,0,0
107/03/30,"6,068.46","11,961.73",2018-03-30,6068.46,11961.73,0,0
107/03/31,"6,079.01","11,982.51",2018-03-31,6079.01,11982.51,0,0
