日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/08/02,"7,680.64","18,875.72",2021-08-02,7680.64,18875.72,0,0
110/08/03,"7,676.69","18,897.30",2021-08-03,7676.69,18897.3,0,0
110/08/04,"7,728.60","19,025.10",2021-08-04,7728.6,19025.1,0,0
110/08/05,"7,651.59","18,876.96",2021-08-05,7651.59,18876.96,0,0
110/08/06,"7,641.63","18,852.40",2021-08-06,7641.63,18852.4,0,0
110/08/09,"7,610.85","18,776.47",2021-08-09,7610.85,18776.47,0,0
110/08/10,"7,546.36","18,639.20",2021-08-10,7546.36,18639.2,0,0
110/08/11,"7,460.13","18,470.67",2021-08-11,7460.13,18470.67,0,0
110/08/12,"7,449.38","18,510.11",2021-08-12,7449.38,18510.11,0,0
110/08/13,"7,357.03","18,280.66",2021-08-13,7357.03,18280.66,0,0
110/08/16,"7,277.83","18,103.68",2021-08-16,7277.83,18103.68,0,0
110/08/17,"7,209.44","17,933.57",2021-08-17,7209.44,17933.57,0,0
110/08/18,"7,315.60","18,221.62",2021-08-18,7315.6,18221.62,0,0
110/08/19,"7,138.06","17,803.68",2021-08-19,7138.06,17803.68,0,0
110/08/20,"7,145.11","17,821.26",2021-08-20,7145.11,17821.26,0,0
110/08/23,"7,259.67","18,131.83",2021-08-23,7259.67,18131.83,0,0
110/08/24,"7,236.16","18,073.11",2021-08-24,7236.16,18073.11,0,0
110/08/25,"7,312.84","18,264.63",2021-08-25,7312.84,18264.63,0,0
110/08/26,"7,276.06","18,192.58",2021-08-26,7276.06,18192.58,0,0
110/08/27,"7,309.98","18,277.41",2021-08-27,7309.98,18277.41,0,0
110/08/30,"7,360.49","18,403.68",2021-08-30,7360.49,18403.68,0,0
110/08/31,"7,369.99","18,427.44",2021-08-31,7369.99,18427.44,0,0
