日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/04/01,"6,235.50","13,049.82",2019-04-01,6235.5,13049.82,0,0
108/04/02,"6,260.04","13,101.18",2019-04-02,6260.04,13101.18,0,0
108/04/03,"6,299.98","13,184.77",2019-04-03,6299.98,13184.77,0,0
108/04/08,"6,348.35","13,285.99",2019-04-08,6348.35,13285.99,0,0
108/04/09,"6,376.22","13,344.33",2019-04-09,6376.22,13344.33,0,0
108/04/10,"6,358.44","13,307.11",2019-04-10,6358.44,13307.11,0,0
108/04/11,"6,322.52","13,231.95",2019-04-11,6322.52,13231.95,0,0
108/04/12,"6,303.73","13,192.62",2019-04-12,6303.73,13192.62,0,0
108/04/15,"6,352.68","13,295.06",2019-04-15,6352.68,13295.06,0,0
108/04/16,"6,428.08","13,452.87",2019-04-16,6428.08,13452.87,0,0
108/04/17,"6,466.22","13,532.67",2019-04-17,6466.22,13532.67,0,0
108/04/18,"6,401.46","13,397.14",2019-04-18,6401.46,13397.14,0,0
108/04/19,"6,445.89","13,490.13",2019-04-19,6445.89,13490.13,0,0
108/04/22,"6,460.12","13,519.92",2019-04-22,6460.12,13519.92,0,0
108/04/23,"6,450.06","13,498.87",2019-04-23,6450.06,13498.87,0,0
108/04/24,"6,505.22","13,614.30",2019-04-24,6505.22,13614.3,0,0
108/04/25,"6,523.21","13,651.95",2019-04-25,6523.21,13651.95,0,0
108/04/26,"6,457.94","13,515.36",2019-04-26,6457.94,13515.36,0,0
108/04/29,"6,398.58","13,391.12",2019-04-29,6398.58,13391.12,0,0
108/04/30,"6,443.89","13,485.95",2019-04-30,6443.89,13485.95,0,0
