日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/08/01,"6,171.88","12,687.29",2018-08-01,6171.88,12687.29,0,0
107/08/02,"6,098.72","12,558.28",2018-08-02,6098.72,12558.28,0,0
107/08/03,"6,138.78","12,640.77",2018-08-03,6138.78,12640.77,0,0
107/08/06,"6,195.53","12,757.63",2018-08-06,6195.53,12757.63,0,0
107/08/07,"6,199.90","12,766.61",2018-08-07,6199.9,12766.61,0,0
107/08/08,"6,231.24","12,831.14",2018-08-08,6231.24,12831.14,0,0
107/08/09,"6,194.54","12,773.87",2018-08-09,6194.54,12773.87,0,0
107/08/10,"6,163.34","12,802.75",2018-08-10,6163.34,12802.75,0,0
107/08/13,"6,077.68","12,624.82",2018-08-13,6077.68,12624.82,0,0
107/08/14,"6,133.16","12,740.07",2018-08-14,6133.16,12740.07,0,0
107/08/15,"6,050.72","12,568.83",2018-08-15,6050.72,12568.83,0,0
107/08/16,"6,034.12","12,534.34",2018-08-16,6034.12,12534.34,0,0
107/08/17,"6,051.17","12,569.75",2018-08-17,6051.17,12569.75,0,0
107/08/20,"6,040.27","12,547.12",2018-08-20,6040.27,12547.12,0,0
107/08/21,"6,084.88","12,639.78",2018-08-21,6084.88,12639.78,0,0
107/08/22,"6,079.89","12,646.49",2018-08-22,6079.89,12646.49,0,0
107/08/23,"6,101.44","12,691.31",2018-08-23,6101.44,12691.31,0,0
107/08/24,"6,059.24","12,610.14",2018-08-24,6059.24,12610.14,0,0
107/08/27,"6,100.40","12,695.80",2018-08-27,6100.4,12695.8,0,0
107/08/28,"6,165.24","12,830.75",2018-08-28,6165.24,12830.75,0,0
107/08/29,"6,179.78","12,861.00",2018-08-29,6179.78,12861.0,0,0
107/08/30,"6,178.31","12,857.95",2018-08-30,6178.31,12857.95,0,0
107/08/31,"6,219.66","12,944.00",2018-08-31,6219.66,12944.0,0,0
