日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/05/04,"6,026.81","9,930.89",2015-05-04,6026.81,9930.89,0,0
104/05/05,"6,021.77","9,922.59",2015-05-05,6021.77,9922.59,0,0
104/05/06,"6,036.72","9,947.23",2015-05-06,6036.72,9947.23,0,0
104/05/07,"5,970.09","9,837.43",2015-05-07,5970.09,9837.43,0,0
104/05/08,"5,951.64","9,807.02",2015-05-08,5951.64,9807.02,0,0
104/05/11,"5,894.69","9,713.19",2015-05-11,5894.69,9713.19,0,0
104/05/12,"5,877.67","9,685.15",2015-05-12,5877.67,9685.15,0,0
104/05/13,"5,941.44","9,790.22",2015-05-13,5941.44,9790.22,0,0
104/05/14,"5,890.34","9,706.02",2015-05-14,5890.34,9706.02,0,0
104/05/15,"5,877.53","9,684.91",2015-05-15,5877.53,9684.91,0,0
104/05/18,"5,891.57","9,708.05",2015-05-18,5891.57,9708.05,0,0
104/05/19,"5,961.27","9,822.90",2015-05-19,5961.27,9822.9,0,0
104/05/20,"5,922.47","9,758.96",2015-05-20,5922.47,9758.96,0,0
104/05/21,"5,867.89","9,669.03",2015-05-21,5867.89,9669.03,0,0
104/05/22,"5,872.70","9,676.96",2015-05-22,5872.7,9676.96,0,0
104/05/25,"5,892.57","9,709.70",2015-05-25,5892.57,9709.7,0,0
104/05/26,"5,931.23","9,773.39",2015-05-26,5931.23,9773.39,0,0
104/05/27,"5,953.66","9,810.35",2015-05-27,5953.66,9810.35,0,0
104/05/28,"5,962.11","9,824.29",2015-05-28,5962.11,9824.29,0,0
104/05/29,"5,955.99","9,814.19",2015-05-29,5955.99,9814.19,0,0
