日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/05/03,"6,464.37","8,588.73",2011-05-03,6464.37,8588.73,0,0
100/05/04,"6,448.50","8,567.64",2011-05-04,6448.5,8567.64,0,0
100/05/05,"6,458.10","8,580.40",2011-05-05,6458.1,8580.4,0,0
100/05/06,"6,444.36","8,562.14",2011-05-06,6444.36,8562.14,0,0
100/05/09,"6,467.10","8,592.36",2011-05-09,6467.1,8592.36,0,0
100/05/10,"6,466.72","8,591.85",2011-05-10,6466.72,8591.85,0,0
100/05/11,"6,491.34","8,624.56",2011-05-11,6491.34,8624.56,0,0
100/05/12,"6,485.43","8,616.70",2011-05-12,6485.43,8616.7,0,0
100/05/13,"6,494.50","8,628.76",2011-05-13,6494.5,8628.76,0,0
100/05/16,"6,463.52","8,587.59",2011-05-16,6463.52,8587.59,0,0
100/05/17,"6,456.77","8,578.63",2011-05-17,6456.77,8578.63,0,0
100/05/18,"6,495.35","8,629.89",2011-05-18,6495.35,8629.89,0,0
100/05/19,"6,455.32","8,576.71",2011-05-19,6455.32,8576.71,0,0
100/05/20,"6,399.76","8,502.89",2011-05-20,6399.76,8502.89,0,0
100/05/23,"6,379.06","8,475.38",2011-05-23,6379.06,8475.38,0,0
100/05/24,"6,404.93","8,509.75",2011-05-24,6404.93,8509.75,0,0
100/05/25,"6,379.68","8,476.21",2011-05-25,6379.68,8476.21,0,0
100/05/26,"6,399.43","8,502.45",2011-05-26,6399.43,8502.45,0,0
100/05/27,"6,440.77","8,557.37",2011-05-27,6440.77,8557.37,0,0
100/05/30,"6,489.42","8,622.01",2011-05-30,6489.42,8622.01,0,0
100/05/31,"6,596.69","8,764.53",2011-05-31,6596.69,8764.53,0,0
