日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/03/01,"6,475.31","17,873.87",2023-03-01,6475.31,17873.87,0,0
112/03/02,"6,513.18","17,978.41",2023-03-02,6513.18,17978.41,0,0
112/03/03,"6,555.33","18,094.76",2023-03-03,6555.33,18094.76,0,0
112/03/06,"6,614.81","18,258.93",2023-03-06,6614.81,18258.93,0,0
112/03/07,"6,652.86","18,363.98",2023-03-07,6652.86,18363.98,0,0
112/03/08,"6,626.51","18,291.23",2023-03-08,6626.51,18291.23,0,0
112/03/09,"6,594.94","18,204.11",2023-03-09,6594.94,18204.11,0,0
112/03/10,"6,522.51","18,004.17",2023-03-10,6522.51,18004.17,0,0
112/03/13,"6,543.00","18,060.73",2023-03-13,6543.0,18060.73,0,0
112/03/14,"6,468.22","17,854.31",2023-03-14,6468.22,17854.31,0,0
112/03/15,"6,461.99","17,837.11",2023-03-15,6461.99,17837.11,0,0
112/03/16,"6,414.96","17,727.07",2023-03-16,6414.96,17727.07,0,0
112/03/17,"6,490.39","17,935.50",2023-03-17,6490.39,17935.5,0,0
112/03/20,"6,473.50","17,888.84",2023-03-20,6473.5,17888.84,0,0
112/03/21,"6,508.29","17,984.96",2023-03-21,6508.29,17984.96,0,0
112/03/22,"6,576.56","18,173.62",2023-03-22,6576.56,18173.62,0,0
112/03/23,"6,601.75","18,243.23",2023-03-23,6601.75,18243.23,0,0
112/03/24,"6,624.86","18,307.08",2023-03-24,6624.86,18307.08,0,0
112/03/27,"6,630.47","18,322.60",2023-03-27,6630.47,18322.6,0,0
