日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/08/01,"6,193.58","16,925.22",2022-08-01,6193.58,16925.22,0,0
111/08/02,"6,129.86","16,751.08",2022-08-02,6129.86,16751.08,0,0
111/08/03,"6,131.75","16,756.26",2022-08-03,6131.75,16756.26,0,0
111/08/04,"6,099.18","16,726.75",2022-08-04,6099.18,16726.75,0,0
111/08/05,"6,191.71","16,980.51",2022-08-05,6191.71,16980.51,0,0
111/08/08,"6,201.35","17,006.95",2022-08-08,6201.35,17006.95,0,0
111/08/09,"6,239.52","17,111.64",2022-08-09,6239.52,17111.64,0,0
111/08/10,"6,172.43","16,927.64",2022-08-10,6172.43,16927.64,0,0
111/08/11,"6,253.89","17,151.04",2022-08-11,6253.89,17151.04,0,0
111/08/12,"6,281.53","17,226.86",2022-08-12,6281.53,17226.86,0,0
111/08/15,"6,264.03","17,178.85",2022-08-15,6264.03,17178.85,0,0
111/08/16,"6,256.10","17,174.22",2022-08-16,6256.1,17174.22,0,0
111/08/17,"6,252.75","17,227.04",2022-08-17,6252.75,17227.04,0,0
111/08/18,"6,248.56","17,215.47",2022-08-18,6248.56,17215.47,0,0
111/08/19,"6,279.33","17,300.25",2022-08-19,6279.33,17300.25,0,0
