日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/07/01,"6,015.19","15,714.05",2022-07-01,6015.19,15714.05,0,0
111/07/04,"5,971.11","15,638.12",2022-07-04,5971.11,15638.12,0,0
111/07/05,"6,038.93","15,815.76",2022-07-05,6038.93,15815.76,0,0
111/07/06,"5,873.25","15,428.51",2022-07-06,5873.25,15428.51,0,0
111/07/07,"5,969.58","15,713.68",2022-07-07,5969.58,15713.68,0,0
111/07/08,"6,083.93","16,014.70",2022-07-08,6083.93,16014.7,0,0
111/07/11,"6,067.13","15,970.48",2022-07-11,6067.13,15970.48,0,0
111/07/12,"5,876.72","15,609.67",2022-07-12,5876.72,15609.67,0,0
111/07/13,"5,982.41","15,890.42",2022-07-13,5982.41,15890.42,0,0
111/07/14,"6,001.23","15,999.53",2022-07-14,6001.23,15999.53,0,0
111/07/15,"5,972.21","15,922.16",2022-07-15,5972.21,15922.16,0,0
111/07/18,"6,052.29","16,135.64",2022-07-18,6052.29,16135.64,0,0
111/07/19,"6,085.63","16,265.40",2022-07-19,6085.63,16265.4,0,0
111/07/20,"6,157.31","16,456.98",2022-07-20,6157.31,16456.98,0,0
111/07/21,"6,244.57","16,733.46",2022-07-21,6244.57,16733.46,0,0
111/07/22,"6,240.04","16,721.31",2022-07-22,6240.04,16721.31,0,0
111/07/25,"6,219.64","16,666.65",2022-07-25,6219.64,16666.65,0,0
111/07/26,"6,126.35","16,507.15",2022-07-26,6126.35,16507.15,0,0
