日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/08/01,"6,458.02","9,002.23",2011-08-01,6458.02,9002.23,0,0
100/08/02,"6,404.10","8,927.07",2011-08-02,6404.1,8927.07,0,0
100/08/03,"6,309.97","8,795.86",2011-08-03,6309.97,8795.86,0,0
100/08/04,"6,161.20","8,638.43",2011-08-04,6161.2,8638.43,0,0
100/08/05,"5,791.50","8,147.47",2011-08-05,5791.5,8147.47,0,0
100/08/08,"5,512.31","7,773.95",2011-08-08,5512.31,7773.95,0,0
100/08/09,"5,507.88","7,767.70",2011-08-09,5507.88,7767.7,0,0
100/08/10,"5,692.09","8,027.48",2011-08-10,5692.09,8027.48,0,0
100/08/11,"5,697.83","8,035.58",2011-08-11,5697.83,8035.58,0,0
100/08/12,"5,650.89","7,969.39",2011-08-12,5650.89,7969.39,0,0
100/08/15,"5,771.98","8,140.15",2011-08-15,5771.98,8140.15,0,0
100/08/16,"5,772.27","8,140.56",2011-08-16,5772.27,8140.56,0,0
100/08/17,"5,751.15","8,110.78",2011-08-17,5751.15,8110.78,0,0
100/08/18,"5,673.82","8,001.72",2011-08-18,5673.82,8001.72,0,0
100/08/19,"5,490.77","7,743.56",2011-08-19,5490.77,7743.56,0,0
100/08/22,"5,441.21","7,673.68",2011-08-22,5441.21,7673.68,0,0
100/08/23,"5,590.94","7,894.00",2011-08-23,5590.94,7894.0,0,0
100/08/24,"5,561.00","7,861.66",2011-08-24,5561.0,7861.66,0,0
100/08/25,"5,480.97","7,774.35",2011-08-25,5480.97,7774.35,0,0
100/08/26,"5,490.00","7,787.15",2011-08-26,5490.0,7787.15,0,0
100/08/29,"5,594.40","7,935.23",2011-08-29,5594.4,7935.23,0,0
100/08/30,"5,671.58","8,044.72",2011-08-30,5671.58,8044.72,0,0
100/08/31,"5,722.58","8,117.05",2011-08-31,5722.58,8117.05,0,0
