日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/11/01,"7,830.40","22,726.13",2023-11-01,7830.4,22726.13,0,0
112/11/02,"8,004.92","23,232.64",2023-11-02,8004.92,23232.64,0,0
112/11/03,"8,038.58","23,330.33",2023-11-03,8038.58,23330.33,0,0
112/11/06,"8,171.64","23,716.50",2023-11-06,8171.64,23716.5,0,0
112/11/07,"8,186.51","23,759.67",2023-11-07,8186.51,23759.67,0,0
112/11/08,"8,254.01","23,955.57",2023-11-08,8254.01,23955.57,0,0
112/11/09,"8,267.68","23,995.24",2023-11-09,8267.68,23995.24,0,0
112/11/10,"8,232.55","23,893.30",2023-11-10,8232.55,23893.3,0,0
112/11/13,"8,251.25","23,947.57",2023-11-13,8251.25,23947.57,0,0
112/11/14,"8,302.20","24,095.43",2023-11-14,8302.2,24095.43,0,0
112/11/15,"8,330.09","24,176.38",2023-11-15,8330.09,24176.38,0,0
