日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/04/05,"5,853.10","10,965.64",2017-04-05,5853.1,10965.64,0,0
106/04/06,"5,839.11","10,939.43",2017-04-06,5839.11,10939.43,0,0
106/04/07,"5,836.31","10,934.20",2017-04-07,5836.31,10934.2,0,0
106/04/10,"5,818.45","10,900.72",2017-04-10,5818.45,10900.72,0,0
106/04/11,"5,754.66","10,781.21",2017-04-11,5754.66,10781.21,0,0
106/04/12,"5,724.00","10,723.78",2017-04-12,5724.0,10723.78,0,0
106/04/13,"5,741.22","10,756.04",2017-04-13,5741.22,10756.04,0,0
106/04/14,"5,667.93","10,618.74",2017-04-14,5667.93,10618.74,0,0
106/04/17,"5,641.08","10,568.43",2017-04-17,5641.08,10568.43,0,0
106/04/18,"5,679.41","10,640.23",2017-04-18,5679.41,10640.23,0,0
106/04/19,"5,625.31","10,538.88",2017-04-19,5625.31,10538.88,0,0
106/04/20,"5,608.34","10,507.10",2017-04-20,5608.34,10507.1,0,0
106/04/21,"5,634.49","10,556.08",2017-04-21,5634.49,10556.08,0,0
106/04/24,"5,633.59","10,554.40",2017-04-24,5633.59,10554.4,0,0
106/04/25,"5,702.99","10,684.41",2017-04-25,5702.99,10684.41,0,0
106/04/26,"5,771.17","10,812.16",2017-04-26,5771.17,10812.16,0,0
106/04/27,"5,744.89","10,762.90",2017-04-27,5744.89,10762.9,0,0
106/04/28,"5,773.32","10,816.19",2017-04-28,5773.32,10816.19,0,0
