日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
109/04/01,"5,711.60","12,861.83",2020-04-01,5711.6,12861.83,0,0
109/04/06,"5,806.40","13,075.32",2020-04-06,5806.4,13075.32,0,0
109/04/07,"5,888.74","13,260.74",2020-04-07,5888.74,13260.74,0,0
109/04/08,"6,013.81","13,542.37",2020-04-08,6013.81,13542.37,0,0
109/04/09,"5,973.40","13,480.19",2020-04-09,5973.4,13480.19,0,0
109/04/10,"6,007.65","13,557.50",2020-04-10,6007.65,13557.5,0,0
109/04/13,"5,971.79","13,476.55",2020-04-13,5971.79,13476.55,0,0
109/04/14,"6,095.31","13,755.32",2020-04-14,6095.31,13755.32,0,0
109/04/15,"6,187.84","13,964.13",2020-04-15,6187.84,13964.13,0,0
109/04/16,"6,161.13","13,903.84",2020-04-16,6161.13,13903.84,0,0
109/04/17,"6,162.92","13,907.88",2020-04-17,6162.92,13907.88,0,0
109/04/20,"6,227.22","14,053.00",2020-04-20,6227.22,14053.0,0,0
109/04/21,"6,067.23","13,691.95",2020-04-21,6067.23,13691.95,0,0
109/04/22,"6,134.12","13,842.90",2020-04-22,6134.12,13842.9,0,0
109/04/23,"6,148.76","13,875.93",2020-04-23,6148.76,13875.93,0,0
109/04/24,"6,141.18","13,858.83",2020-04-24,6141.18,13858.83,0,0
109/04/27,"6,269.97","14,149.47",2020-04-27,6269.97,14149.47,0,0
109/04/28,"6,288.44","14,191.15",2020-04-28,6288.44,14191.15,0,0
109/04/29,"6,324.19","14,271.82",2020-04-29,6324.19,14271.82,0,0
109/04/30,"6,432.12","14,515.38",2020-04-30,6432.12,14515.38,0,0
