日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
109/03/02,"6,463.89","14,521.32",2020-03-02,6463.89,14521.32,0,0
109/03/03,"6,508.12","14,620.70",2020-03-03,6508.12,14620.7,0,0
109/03/04,"6,504.02","14,611.48",2020-03-04,6504.02,14611.48,0,0
109/03/05,"6,570.83","14,761.57",2020-03-05,6570.83,14761.57,0,0
109/03/06,"6,495.14","14,591.53",2020-03-06,6495.14,14591.53,0,0
109/03/09,"6,325.90","14,211.34",2020-03-09,6325.9,14211.34,0,0
109/03/10,"6,350.75","14,267.16",2020-03-10,6350.75,14267.16,0,0
109/03/11,"6,290.57","14,131.95",2020-03-11,6290.57,14131.95,0,0
109/03/12,"6,034.28","13,556.20",2020-03-12,6034.28,13556.2,0,0
109/03/13,"5,841.75","13,123.67",2020-03-13,5841.75,13123.67,0,0
109/03/16,"5,658.81","12,712.68",2020-03-16,5658.81,12712.68,0,0
109/03/17,"5,511.04","12,380.72",2020-03-17,5511.04,12380.72,0,0
109/03/18,"5,402.54","12,136.98",2020-03-18,5402.54,12136.98,0,0
109/03/19,"5,060.98","11,369.64",2020-03-19,5060.98,11369.64,0,0
109/03/20,"5,385.82","12,099.41",2020-03-20,5385.82,12099.41,0,0
109/03/23,"5,214.30","11,714.08",2020-03-23,5214.3,11714.08,0,0
109/03/24,"5,450.38","12,244.44",2020-03-24,5450.38,12244.44,0,0
109/03/25,"5,640.40","12,671.33",2020-03-25,5640.4,12671.33,0,0
109/03/26,"5,703.27","12,812.58",2020-03-26,5703.27,12812.58,0,0
109/03/27,"5,683.09","12,797.62",2020-03-27,5683.09,12797.62,0,0
109/03/30,"5,682.61","12,796.56",2020-03-30,5682.61,12796.56,0,0
109/03/31,"5,735.73","12,916.18",2020-03-31,5735.73,12916.18,0,0
