日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/03/02,"7,389.29","17,547.72",2021-03-02,7389.29,17547.72,0,0
110/03/03,"7,453.74","17,700.77",2021-03-03,7453.74,17700.77,0,0
110/03/04,"7,419.25","17,618.86",2021-03-04,7419.25,17618.86,0,0
110/03/05,"7,416.12","17,611.45",2021-03-05,7416.12,17611.45,0,0
110/03/08,"7,434.59","17,655.30",2021-03-08,7434.59,17655.3,0,0
110/03/09,"7,478.45","17,759.46",2021-03-09,7478.45,17759.46,0,0
110/03/10,"7,489.92","17,786.70",2021-03-10,7489.92,17786.7,0,0
110/03/11,"7,543.96","17,915.03",2021-03-11,7543.96,17915.03,0,0
110/03/12,"7,580.21","18,001.10",2021-03-12,7580.21,18001.1,0,0
110/03/15,"7,639.68","18,142.34",2021-03-15,7639.68,18142.34,0,0
110/03/16,"7,678.52","18,234.57",2021-03-16,7678.52,18234.57,0,0
110/03/17,"7,685.82","18,251.91",2021-03-17,7685.82,18251.91,0,0
110/03/18,"7,816.93","18,563.27",2021-03-18,7816.93,18563.27,0,0
110/03/19,"7,823.28","18,578.33",2021-03-19,7823.28,18578.33,0,0
110/03/22,"7,864.25","18,675.64",2021-03-22,7864.25,18675.64,0,0
110/03/23,"7,870.90","18,691.42",2021-03-23,7870.9,18691.42,0,0
110/03/24,"7,858.24","18,661.37",2021-03-24,7858.24,18661.37,0,0
110/03/25,"7,890.63","18,738.28",2021-03-25,7890.63,18738.28,0,0
110/03/26,"7,895.31","18,749.40",2021-03-26,7895.31,18749.4,0,0
110/03/29,"7,991.88","18,978.72",2021-03-29,7991.88,18978.72,0,0
110/03/30,"8,066.43","19,155.76",2021-03-30,8066.43,19155.76,0,0
110/03/31,"8,032.76","19,096.95",2021-03-31,8032.76,19096.95,0,0
