日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/03/03,"5,575.71","8,775.27",2014-03-03,5575.71,8775.27,0,0
103/03/04,"5,537.71","8,715.45",2014-03-04,5537.71,8715.45,0,0
103/03/05,"5,590.14","8,797.98",2014-03-05,5590.14,8797.98,0,0
103/03/06,"5,606.18","8,823.21",2014-03-06,5606.18,8823.21,0,0
103/03/07,"5,589.80","8,797.44",2014-03-07,5589.8,8797.44,0,0
103/03/10,"5,558.45","8,748.10",2014-03-10,5558.45,8748.1,0,0
103/03/11,"5,583.02","8,786.77",2014-03-11,5583.02,8786.77,0,0
103/03/12,"5,587.02","8,793.06",2014-03-12,5587.02,8793.06,0,0
103/03/13,"5,624.28","8,851.71",2014-03-13,5624.28,8851.71,0,0
103/03/14,"5,584.61","8,789.26",2014-03-14,5584.61,8789.26,0,0
103/03/17,"5,600.34","8,814.02",2014-03-17,5600.34,8814.02,0,0
103/03/18,"5,632.76","8,865.04",2014-03-18,5632.76,8865.04,0,0
103/03/19,"5,602.56","8,817.53",2014-03-19,5602.56,8817.53,0,0
103/03/20,"5,561.30","8,752.59",2014-03-20,5561.3,8752.59,0,0
103/03/21,"5,544.66","8,726.40",2014-03-21,5544.66,8726.4,0,0
103/03/24,"5,565.49","8,759.18",2014-03-24,5565.49,8759.18,0,0
103/03/25,"5,616.35","8,839.22",2014-03-25,5616.35,8839.22,0,0
103/03/26,"5,637.06","8,871.81",2014-03-26,5637.06,8871.81,0,0
103/03/27,"5,663.31","8,913.13",2014-03-27,5663.31,8913.13,0,0
103/03/28,"5,675.87","8,932.90",2014-03-28,5675.87,8932.9,0,0
103/03/31,"5,729.93","9,017.97",2014-03-31,5729.93,9017.97,0,0
