日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/09/03,"6,145.27","12,789.18",2018-09-03,6145.27,12789.18,0,0
107/09/04,"6,165.18","12,830.62",2018-09-04,6165.18,12830.62,0,0
107/09/05,"6,101.59","12,717.20",2018-09-05,6101.59,12717.2,0,0
107/09/06,"6,087.41","12,687.65",2018-09-06,6087.41,12687.65,0,0
107/09/07,"5,998.63","12,554.10",2018-09-07,5998.63,12554.1,0,0
107/09/10,"5,861.65","12,267.42",2018-09-10,5861.65,12267.42,0,0
107/09/11,"5,918.18","12,385.73",2018-09-11,5918.18,12385.73,0,0
107/09/12,"5,890.94","12,328.73",2018-09-12,5890.94,12328.73,0,0
107/09/13,"5,939.48","12,430.31",2018-09-13,5939.48,12430.31,0,0
107/09/14,"6,001.98","12,561.10",2018-09-14,6001.98,12561.1,0,0
107/09/17,"6,009.65","12,577.16",2018-09-17,6009.65,12577.16,0,0
107/09/18,"5,990.07","12,536.17",2018-09-18,5990.07,12536.17,0,0
107/09/19,"6,051.50","12,664.73",2018-09-19,6051.5,12664.73,0,0
107/09/20,"5,986.85","12,529.45",2018-09-20,5986.85,12529.45,0,0
107/09/21,"6,057.13","12,676.53",2018-09-21,6057.13,12676.53,0,0
107/09/25,"6,059.11","12,680.66",2018-09-25,6059.11,12680.66,0,0
107/09/26,"6,002.45","12,562.09",2018-09-26,6002.45,12562.09,0,0
107/09/27,"6,032.26","12,624.48",2018-09-27,6032.26,12624.48,0,0
107/09/28,"6,042.67","12,646.26",2018-09-28,6042.67,12646.26,0,0
