日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/11/01,"5,635.08","11,793.26",2018-11-01,5635.08,11793.26,0,0
107/11/02,"5,657.81","11,840.81",2018-11-02,5657.81,11840.81,0,0
107/11/05,"5,656.92","11,838.95",2018-11-05,5656.92,11838.95,0,0
107/11/06,"5,624.05","11,770.16",2018-11-06,5624.05,11770.16,0,0
107/11/07,"5,679.61","11,886.44",2018-11-07,5679.61,11886.44,0,0
107/11/08,"5,697.16","11,923.16",2018-11-08,5697.16,11923.16,0,0
107/11/09,"5,673.93","11,874.56",2018-11-09,5673.93,11874.56,0,0
107/11/12,"5,662.91","11,851.49",2018-11-12,5662.91,11851.49,0,0
107/11/13,"5,647.70","11,819.66",2018-11-13,5647.7,11819.66,0,0
107/11/14,"5,639.06","11,801.57",2018-11-14,5639.06,11801.57,0,0
107/11/15,"5,672.95","11,872.50",2018-11-15,5672.95,11872.5,0,0
107/11/16,"5,703.72","11,936.89",2018-11-16,5703.72,11936.89,0,0
107/11/19,"5,735.96","12,004.38",2018-11-19,5735.96,12004.38,0,0
107/11/20,"5,638.34","11,800.06",2018-11-20,5638.34,11800.06,0,0
107/11/21,"5,644.78","11,813.56",2018-11-21,5644.78,11813.56,0,0
107/11/22,"5,599.70","11,719.20",2018-11-22,5599.7,11719.2,0,0
107/11/23,"5,586.00","11,690.53",2018-11-23,5586.0,11690.53,0,0
107/11/26,"5,640.86","11,805.35",2018-11-26,5640.86,11805.35,0,0
107/11/27,"5,658.15","11,841.53",2018-11-27,5658.15,11841.53,0,0
107/11/28,"5,711.14","11,952.43",2018-11-28,5711.14,11952.43,0,0
107/11/29,"5,700.87","11,930.92",2018-11-29,5700.87,11930.92,0,0
107/11/30,"5,738.16","12,008.97",2018-11-30,5738.16,12008.97,0,0
