日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/03/01,"6,324.72","8,403.19",2011-03-01,6324.72,8403.19,0,0
100/03/02,"6,263.25","8,321.51",2011-03-02,6263.25,8321.51,0,0
100/03/03,"6,338.76","8,421.84",2011-03-03,6338.76,8421.84,0,0
100/03/04,"6,299.00","8,369.02",2011-03-04,6299.0,8369.02,0,0
100/03/07,"6,236.89","8,286.49",2011-03-07,6236.89,8286.49,0,0
100/03/08,"6,279.26","8,342.78",2011-03-08,6279.26,8342.78,0,0
100/03/09,"6,260.46","8,317.81",2011-03-09,6260.46,8317.81,0,0
100/03/10,"6,214.39","8,256.60",2011-03-10,6214.39,8256.6,0,0
100/03/11,"6,172.29","8,200.67",2011-03-11,6172.29,8200.67,0,0
100/03/14,"6,122.64","8,134.70",2011-03-14,6122.64,8134.7,0,0
100/03/15,"5,939.41","7,891.25",2011-03-15,5939.41,7891.25,0,0
100/03/16,"6,010.22","7,985.34",2011-03-16,6010.22,7985.34,0,0
100/03/17,"6,001.28","7,973.46",2011-03-17,6001.28,7973.46,0,0
100/03/18,"6,077.55","8,074.79",2011-03-18,6077.55,8074.79,0,0
100/03/21,"6,110.65","8,118.77",2011-03-21,6110.65,8118.77,0,0
100/03/22,"6,146.12","8,165.90",2011-03-22,6146.12,8165.9,0,0
100/03/23,"6,175.69","8,205.18",2011-03-23,6175.69,8205.18,0,0
100/03/24,"6,207.21","8,247.06",2011-03-24,6207.21,8247.06,0,0
100/03/25,"6,225.04","8,270.75",2011-03-25,6225.04,8270.75,0,0
100/03/28,"6,185.86","8,218.69",2011-03-28,6185.86,8218.69,0,0
100/03/29,"6,217.37","8,260.56",2011-03-29,6217.37,8260.56,0,0
100/03/30,"6,243.67","8,295.50",2011-03-30,6243.67,8295.5,0,0
100/03/31,"6,249.31","8,303.00",2011-03-31,6249.31,8303.0,0,0
