日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/10/02,"5,830.56","11,492.80",2017-10-02,5830.56,11492.8,0,0
106/10/03,"5,822.64","11,477.19",2017-10-03,5822.64,11477.19,0,0
106/10/05,"5,857.12","11,545.15",2017-10-05,5857.12,11545.15,0,0
106/10/06,"5,869.25","11,569.06",2017-10-06,5869.25,11569.06,0,0
106/10/11,"5,850.69","11,532.47",2017-10-11,5850.69,11532.47,0,0
106/10/12,"5,862.04","11,554.84",2017-10-12,5862.04,11554.84,0,0
106/10/13,"5,881.68","11,593.57",2017-10-13,5881.68,11593.57,0,0
106/10/16,"5,917.61","11,664.38",2017-10-16,5917.61,11664.38,0,0
106/10/17,"5,892.58","11,615.04",2017-10-17,5892.58,11615.04,0,0
106/10/18,"5,885.74","11,601.56",2017-10-18,5885.74,11601.56,0,0
106/10/19,"5,895.83","11,621.44",2017-10-19,5895.83,11621.44,0,0
106/10/20,"5,901.06","11,631.76",2017-10-20,5901.06,11631.76,0,0
106/10/23,"5,941.04","11,710.56",2017-10-23,5941.04,11710.56,0,0
106/10/24,"5,952.86","11,733.87",2017-10-24,5952.86,11733.87,0,0
106/10/25,"5,955.15","11,738.38",2017-10-25,5955.15,11738.38,0,0
106/10/26,"5,952.78","11,733.71",2017-10-26,5952.78,11733.71,0,0
106/10/27,"5,862.36","11,555.47",2017-10-27,5862.36,11555.47,0,0
106/10/30,"5,845.44","11,522.12",2017-10-30,5845.44,11522.12,0,0
106/10/31,"5,899.57","11,628.81",2017-10-31,5899.57,11628.81,0,0
