日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
115/03/02,"11,011.27","34,975.44",2026-03-02,11011.27,34975.44,0,0
115/03/03,"10,841.92","34,437.55",2026-03-03,10841.92,34437.55,0,0
115/03/04,"10,384.85","32,985.75",2026-03-04,10384.85,32985.75,0,0
115/03/05,"10,628.35","33,759.18",2026-03-05,10628.35,33759.18,0,0
115/03/06,"10,651.46","33,832.57",2026-03-06,10651.46,33832.57,0,0
115/03/09,"10,371.69","32,943.94",2026-03-09,10371.69,32943.94,0,0
115/03/10,"10,470.67","33,258.34",2026-03-10,10470.67,33258.34,0,0
115/03/11,"10,686.46","33,943.75",2026-03-11,10686.46,33943.75,0,0
115/03/12,"10,672.46","33,899.27",2026-03-12,10672.46,33899.27,0,0
115/03/13,"10,658.09","33,853.62",2026-03-13,10658.09,33853.62,0,0
115/03/16,"10,718.71","34,046.20",2026-03-16,10718.71,34046.2,0,0
