日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/05/03,"4,979.98","8,822.19",2016-05-03,4979.98,8822.19,0,0
105/05/04,"4,908.47","8,695.49",2016-05-04,4908.47,8695.49,0,0
105/05/05,"4,881.22","8,647.22",2016-05-05,4881.22,8647.22,0,0
105/05/06,"4,852.29","8,595.98",2016-05-06,4852.29,8595.98,0,0
105/05/09,"4,874.77","8,635.80",2016-05-09,4874.77,8635.8,0,0
105/05/10,"4,879.71","8,644.55",2016-05-10,4879.71,8644.55,0,0
105/05/11,"4,884.71","8,653.41",2016-05-11,4884.71,8653.41,0,0
105/05/12,"4,864.70","8,617.96",2016-05-12,4864.7,8617.96,0,0
105/05/13,"4,844.94","8,582.96",2016-05-13,4844.94,8582.96,0,0
105/05/16,"4,868.69","8,625.03",2016-05-16,4868.69,8625.03,0,0
105/05/17,"4,905.21","8,689.73",2016-05-17,4905.21,8689.73,0,0
105/05/18,"4,906.22","8,691.52",2016-05-18,4906.22,8691.52,0,0
105/05/19,"4,865.50","8,619.38",2016-05-19,4865.5,8619.38,0,0
105/05/20,"4,879.75","8,644.62",2016-05-20,4879.75,8644.62,0,0
105/05/23,"5,018.05","8,889.63",2016-05-23,5018.05,8889.63,0,0
105/05/24,"5,015.02","8,884.25",2016-05-24,5015.02,8884.25,0,0
105/05/25,"5,056.49","8,957.72",2016-05-25,5056.49,8957.72,0,0
105/05/26,"5,087.65","9,012.92",2016-05-26,5087.65,9012.92,0,0
105/05/27,"5,119.25","9,068.91",2016-05-27,5119.25,9068.91,0,0
105/05/30,"5,170.03","9,158.86",2016-05-30,5170.03,9158.86,0,0
105/05/31,"5,176.17","9,169.74",2016-05-31,5176.17,9169.74,0,0
