日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
101/11/01,"5,138.13","7,731.01",2012-11-01,5138.13,7731.01,0,0
101/11/02,"5,164.25","7,770.31",2012-11-02,5164.25,7770.31,0,0
101/11/05,"5,135.15","7,726.52",2012-11-05,5135.15,7726.52,0,0
101/11/06,"5,170.75","7,780.08",2012-11-06,5170.75,7780.08,0,0
101/11/07,"5,207.93","7,836.02",2012-11-07,5207.93,7836.02,0,0
101/11/08,"5,184.40","7,800.62",2012-11-08,5184.4,7800.62,0,0
101/11/09,"5,232.76","7,873.38",2012-11-09,5232.76,7873.38,0,0
101/11/12,"5,235.00","7,876.76",2012-11-12,5235.0,7876.76,0,0
101/11/13,"5,136.27","7,728.21",2012-11-13,5136.27,7728.21,0,0
101/11/14,"5,162.63","7,767.87",2012-11-14,5162.63,7767.87,0,0
101/11/15,"5,175.68","7,787.50",2012-11-15,5175.68,7787.5,0,0
101/11/16,"5,177.01","7,789.50",2012-11-16,5177.01,7789.5,0,0
101/11/19,"5,181.87","7,796.82",2012-11-19,5181.87,7796.82,0,0
101/11/20,"5,170.95","7,780.38",2012-11-20,5170.95,7780.38,0,0
101/11/21,"5,135.03","7,726.34",2012-11-21,5135.03,7726.34,0,0
101/11/22,"5,136.43","7,728.45",2012-11-22,5136.43,7728.45,0,0
101/11/23,"5,269.14","7,928.12",2012-11-23,5269.14,7928.12,0,0
101/11/26,"5,328.90","8,018.04",2012-11-26,5328.9,8018.04,0,0
101/11/27,"5,340.79","8,035.93",2012-11-27,5340.79,8035.93,0,0
101/11/28,"5,354.34","8,056.32",2012-11-28,5354.34,8056.32,0,0
101/11/29,"5,412.15","8,143.30",2012-11-29,5412.15,8143.3,0,0
101/11/30,"5,493.65","8,265.94",2012-11-30,5493.65,8265.94,0,0
