日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/04/01,"7,866.06","19,736.90",2022-04-01,7866.06,19736.9,0,0
111/04/06,"7,836.61","19,663.02",2022-04-06,7836.61,19663.02,0,0
111/04/07,"7,683.00","19,277.59",2022-04-07,7683.0,19277.59,0,0
111/04/08,"7,763.04","19,478.42",2022-04-08,7763.04,19478.42,0,0
111/04/11,"7,671.97","19,249.91",2022-04-11,7671.97,19249.91,0,0
111/04/12,"7,632.08","19,149.83",2022-04-12,7632.08,19149.83,0,0
111/04/13,"7,754.83","19,457.81",2022-04-13,7754.83,19457.81,0,0
111/04/14,"7,728.16","19,390.90",2022-04-14,7728.16,19390.9,0,0
111/04/15,"7,699.06","19,317.87",2022-04-15,7699.06,19317.87,0,0
111/04/18,"7,639.31","19,167.96",2022-04-18,7639.31,19167.96,0,0
111/04/19,"7,670.11","19,245.24",2022-04-19,7670.11,19245.24,0,0
111/04/20,"7,690.30","19,295.92",2022-04-20,7690.3,19295.92,0,0
111/04/21,"7,699.47","19,318.92",2022-04-21,7699.47,19318.92,0,0
111/04/22,"7,653.51","19,265.59",2022-04-22,7653.51,19265.59,0,0
111/04/25,"7,458.51","18,774.71",2022-04-25,7458.51,18774.71,0,0
111/04/26,"7,447.30","18,746.51",2022-04-26,7447.3,18746.51,0,0
