日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/12/02,"9,346.71","28,142.66",2024-12-02,9346.71,28142.66,0,0
113/12/03,"9,381.05","28,246.08",2024-12-03,9381.05,28246.08,0,0
113/12/04,"9,408.20","28,327.81",2024-12-04,9408.2,28327.81,0,0
113/12/05,"9,389.35","28,271.06",2024-12-05,9389.35,28271.06,0,0
113/12/06,"9,409.01","28,330.24",2024-12-06,9409.01,28330.24,0,0
113/12/09,"9,408.71","28,329.36",2024-12-09,9408.71,28329.36,0,0
113/12/10,"9,347.53","28,167.18",2024-12-10,9347.53,28167.18,0,0
113/12/11,"9,310.21","28,054.71",2024-12-11,9310.21,28054.71,0,0
113/12/12,"9,333.51","28,124.94",2024-12-12,9333.51,28124.94,0,0
113/12/13,"9,293.75","28,005.11",2024-12-13,9293.75,28005.11,0,0
