日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
109/11/02,"12,565.32","12,594.34","12,480.66","12,591.31",109/11/02,"24,270.44",2020-11-02,12565.32,12594.34,12480.66,12591.31,24270.44,0,0
109/11/03,"12,641.28","12,760.14","12,641.28","12,736.01",109/11/03,"24,549.37",2020-11-03,12641.28,12760.14,12641.28,12736.01,24549.37,0,0
109/11/04,"12,766.86","12,885.28","12,736.02","12,867.90",109/11/04,"24,803.58",2020-11-04,12766.86,12885.28,12736.02,12867.9,24803.58,0,0
109/11/05,"12,878.01","12,918.80","12,840.40","12,918.80",109/11/05,"24,901.70",2020-11-05,12878.01,12918.8,12840.4,12918.8,24901.7,0,0
109/11/06,"12,952.49","12,999.16","12,927.30","12,973.53",109/11/06,"25,007.20",2020-11-06,12952.49,12999.16,12927.3,12973.53,25007.2,0,0
109/11/09,"13,053.98","13,149.90","13,048.67","13,127.47",109/11/09,"25,303.93",2020-11-09,13053.98,13149.9,13048.67,13127.47,25303.93,0,0
109/11/10,"13,090.65","13,142.22","13,022.92","13,081.72",109/11/10,"25,215.74",2020-11-10,13090.65,13142.22,13022.92,13081.72,25215.74,0,0
109/11/11,"13,067.04","13,262.19","13,067.04","13,262.19",109/11/11,"25,563.60",2020-11-11,13067.04,13262.19,13067.04,13262.19,25563.6,0,0
109/11/12,"13,324.86","13,324.86","13,193.74","13,221.78",109/11/12,"25,485.71",2020-11-12,13324.86,13324.86,13193.74,13221.78,25485.71,0,0
109/11/13,"13,221.80","13,273.33","13,170.12","13,273.33",109/11/13,"25,585.09",2020-11-13,13221.8,13273.33,13170.12,13273.33,25585.09,0,0
109/11/16,"13,356.74","13,551.83","13,356.74","13,551.83",109/11/16,"26,122.10",2020-11-16,13356.74,13551.83,13356.74,13551.83,26122.1,0,0
109/11/17,"13,723.77","13,780.12","13,593.01","13,593.01",109/11/17,"26,201.49",2020-11-17,13723.77,13780.12,13593.01,13593.01,26201.49,0,0
109/11/18,"13,628.42","13,773.29","13,608.72","13,773.29",109/11/18,"26,548.99",2020-11-18,13628.42,13773.29,13608.72,13773.29,26548.99,0,0
109/11/19,"13,775.26","13,785.92","13,700.04","13,722.43",109/11/19,"26,451.27",2020-11-19,13775.26,13785.92,13700.04,13722.43,26451.27,0,0
109/11/20,"13,702.59","13,726.22","13,666.07","13,716.44",109/11/20,"26,439.72",2020-11-20,13702.59,13726.22,13666.07,13716.44,26439.72,0,0
109/11/23,"13,793.55","13,921.16","13,793.55","13,878.01",109/11/23,"26,751.16",2020-11-23,13793.55,13921.16,13793.55,13878.01,26751.16,0,0
109/11/24,"13,918.84","13,951.17","13,798.32","13,807.13",109/11/24,"26,614.53",2020-11-24,13918.84,13951.17,13798.32,13807.13,26614.53,0,0
109/11/25,"13,860.95","13,893.20","13,731.81","13,738.83",109/11/25,"26,482.87",2020-11-25,13860.95,13893.2,13731.81,13738.83,26482.87,0,0
109/11/26,"13,763.79","13,856.76","13,763.79","13,845.66",109/11/26,"26,688.81",2020-11-26,13763.79,13856.76,13763.79,13845.66,26688.81,0,0
109/11/27,"13,833.21","13,885.01","13,811.81","13,867.09",109/11/27,"26,730.12",2020-11-27,13833.21,13885.01,13811.81,13867.09,26730.12,0,0
109/11/30,"13,917.65","13,969.39","13,722.89","13,722.89",109/11/30,"26,452.16",2020-11-30,13917.65,13969.39,13722.89,13722.89,26452.16,0,0
