日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
108/02/11,"10,029.84","10,065.52","9,988.83","10,004.25",108/02/11,"17,848.46",2019-02-11,10029.84,10065.52,9988.83,10004.25,17848.46,0,0
108/02/12,"10,032.08","10,100.23","10,032.08","10,097.74",108/02/12,"18,015.26",2019-02-12,10032.08,10100.23,10032.08,10097.74,18015.26,0,0
108/02/13,"10,123.61","10,140.98","10,074.34","10,090.58",108/02/13,"18,002.48",2019-02-13,10123.61,10140.98,10074.34,10090.58,18002.48,0,0
108/02/14,"10,095.99","10,135.62","10,082.00","10,089.01",108/02/14,"17,999.69",2019-02-14,10095.99,10135.62,10082.0,10089.01,17999.69,0,0
108/02/15,"10,111.18","10,135.16","10,055.50","10,064.78",108/02/15,"17,956.45",2019-02-15,10111.18,10135.16,10055.5,10064.78,17956.45,0,0
108/02/18,"10,096.94","10,165.77","10,096.94","10,145.28",108/02/18,"18,100.07",2019-02-18,10096.94,10165.77,10096.94,10145.28,18100.07,0,0
108/02/19,"10,152.11","10,173.47","10,143.15","10,152.26",108/02/19,"18,112.53",2019-02-19,10152.11,10173.47,10143.15,10152.26,18112.53,0,0
108/02/20,"10,181.94","10,272.46","10,181.94","10,272.46",108/02/20,"18,326.97",2019-02-20,10181.94,10272.46,10181.94,10272.46,18326.97,0,0
108/02/21,"10,282.32","10,319.53","10,256.53","10,319.53",108/02/21,"18,410.95",2019-02-21,10282.32,10319.53,10256.53,10319.53,18410.95,0,0
108/02/22,"10,309.02","10,322.92","10,269.95","10,322.92",108/02/22,"18,417.00",2019-02-22,10309.02,10322.92,10269.95,10322.92,18417.0,0,0
108/02/25,"10,343.45","10,390.93","10,343.45","10,390.93",108/02/25,"18,538.33",2019-02-25,10343.45,10390.93,10343.45,10390.93,18538.33,0,0
108/02/26,"10,403.03","10,416.91","10,368.86","10,391.55",108/02/26,"18,539.45",2019-02-26,10403.03,10416.91,10368.86,10391.55,18539.45,0,0
108/02/27,"10,385.81","10,403.05","10,343.56","10,389.17",108/02/27,"18,535.19",2019-02-27,10385.81,10403.05,10343.56,10389.17,18535.19,0,0
