日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
107/08/01,"11,062.36","11,100.02","11,058.28","11,098.13",107/08/01,"19,645.48",2018-08-01,11062.36,11100.02,11058.28,11098.13,19645.48,0,0
107/08/02,"11,095.67","11,095.67","10,919.13","10,929.77",107/08/02,"19,370.81",2018-08-02,11095.67,11095.67,10919.13,10929.77,19370.81,0,0
107/08/03,"10,957.30","11,012.43","10,957.30","11,012.43",107/08/03,"19,520.38",2018-08-03,10957.3,11012.43,10957.3,11012.43,19520.38,0,0
107/08/06,"10,997.26","11,054.49","10,994.97","11,024.10",107/08/06,"19,542.06",2018-08-06,10997.26,11054.49,10994.97,11024.1,19542.06,0,0
107/08/07,"11,024.97","11,030.09","10,983.44","10,983.44",107/08/07,"19,470.59",2018-08-07,11024.97,11030.09,10983.44,10983.44,19470.59,0,0
107/08/08,"11,026.07","11,095.50","11,026.07","11,075.25",107/08/08,"19,636.72",2018-08-08,11026.07,11095.5,11026.07,11075.25,19636.72,0,0
107/08/09,"11,063.62","11,063.62","11,001.96","11,028.07",107/08/09,"19,569.52",2018-08-09,11063.62,11063.62,11001.96,11028.07,19569.52,0,0
107/08/10,"11,009.96","11,033.89","10,972.25","10,983.68",107/08/10,"19,510.42",2018-08-10,11009.96,11033.89,10972.25,10983.68,19510.42,0,0
107/08/13,"10,939.68","10,939.68","10,693.73","10,748.92",107/08/13,"19,093.80",2018-08-13,10939.68,10939.68,10693.73,10748.92,19093.8,0,0
107/08/14,"10,797.95","10,829.85","10,755.53","10,824.23",107/08/14,"19,232.48",2018-08-14,10797.95,10829.85,10755.53,10824.23,19232.48,0,0
107/08/15,"10,827.28","10,827.28","10,688.59","10,716.75",107/08/15,"19,045.41",2018-08-15,10827.28,10827.28,10688.59,10716.75,19045.41,0,0
107/08/16,"10,663.57","10,725.71","10,606.26","10,683.90",107/08/16,"18,997.39",2018-08-16,10663.57,10725.71,10606.26,10683.9,18997.39,0,0
107/08/17,"10,702.60","10,757.01","10,688.55","10,690.96",107/08/17,"19,011.58",2018-08-17,10702.6,10757.01,10688.55,10690.96,19011.58,0,0
107/08/20,"10,698.76","10,729.90","10,663.44","10,699.05",107/08/20,"19,026.21",2018-08-20,10698.76,10729.9,10663.44,10699.05,19026.21,0,0
107/08/21,"10,697.01","10,792.20","10,697.01","10,792.20",107/08/21,"19,203.10",2018-08-21,10697.01,10792.2,10697.01,10792.2,19203.1,0,0
107/08/22,"10,790.24","10,828.21","10,774.69","10,804.20",107/08/22,"19,233.18",2018-08-22,10790.24,10828.21,10774.69,10804.2,19233.18,0,0
107/08/23,"10,817.33","10,863.13","10,802.79","10,863.13",107/08/23,"19,341.04",2018-08-23,10817.33,10863.13,10802.79,10863.13,19341.04,0,0
107/08/24,"10,865.91","10,865.91","10,770.32","10,809.35",107/08/24,"19,249.40",2018-08-24,10865.91,10865.91,10770.32,10809.35,19249.4,0,0
107/08/27,"10,847.17","10,916.69","10,847.17","10,902.21",107/08/27,"19,417.98",2018-08-27,10847.17,10916.69,10847.17,10902.21,19417.98,0,0
107/08/28,"10,946.33","11,005.55","10,946.33","10,989.55",107/08/28,"19,575.62",2018-08-28,10946.33,11005.55,10946.33,10989.55,19575.62,0,0
107/08/29,"11,029.12","11,099.57","11,029.11","11,099.57",107/08/29,"19,773.50",2018-08-29,11029.12,11099.57,11029.11,11099.57,19773.5,0,0
107/08/30,"11,153.97","11,186.05","11,080.07","11,093.75",107/08/30,"19,769.40",2018-08-30,11153.97,11186.05,11080.07,11093.75,19769.4,0,0
107/08/31,"11,037.26","11,063.94","10,987.68","11,063.94",107/08/31,"19,716.61",2018-08-31,11037.26,11063.94,10987.68,11063.94,19716.61,0,0
