日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
105/12/01,"9,245.55","9,278.96","9,241.78","9,263.53",105/12/01,"15,272.76",2016-12-01,9245.55,9278.96,9241.78,9263.53,15272.76,0,0
105/12/02,"9,214.56","9,214.56","9,165.90","9,189.49",105/12/02,"15,150.68",2016-12-02,9214.56,9214.56,9165.9,9189.49,15150.68,0,0
105/12/05,"9,194.46","9,212.19","9,138.64","9,160.66",105/12/05,"15,103.16",2016-12-05,9194.46,9212.19,9138.64,9160.66,15103.16,0,0
105/12/06,"9,209.80","9,280.65","9,209.80","9,250.77",105/12/06,"15,251.72",2016-12-06,9209.8,9280.65,9209.8,9250.77,15251.72,0,0
105/12/07,"9,279.00","9,299.92","9,247.50","9,263.89",105/12/07,"15,273.34",2016-12-07,9279.0,9299.92,9247.5,9263.89,15273.34,0,0
105/12/08,"9,308.90","9,376.41","9,308.90","9,375.86",105/12/08,"15,457.96",2016-12-08,9308.9,9376.41,9308.9,9375.86,15457.96,0,0
105/12/09,"9,383.07","9,399.25","9,366.86","9,392.68",105/12/09,"15,485.68",2016-12-09,9383.07,9399.25,9366.86,9392.68,15485.68,0,0
105/12/12,"9,402.05","9,430.34","9,336.45","9,349.94",105/12/12,"15,415.22",2016-12-12,9402.05,9430.34,9336.45,9349.94,15415.22,0,0
105/12/13,"9,361.97","9,382.14","9,342.56","9,382.14",105/12/13,"15,468.31",2016-12-13,9361.97,9382.14,9342.56,9382.14,15468.31,0,0
105/12/14,"9,395.60","9,413.13","9,353.25","9,368.52",105/12/14,"15,445.86",2016-12-14,9395.6,9413.13,9353.25,9368.52,15445.86,0,0
105/12/15,"9,337.21","9,370.51","9,309.79","9,360.35",105/12/15,"15,432.38",2016-12-15,9337.21,9370.51,9309.79,9360.35,15432.38,0,0
105/12/16,"9,352.27","9,379.75","9,326.78","9,326.78",105/12/16,"15,377.04",2016-12-16,9352.27,9379.75,9326.78,9326.78,15377.04,0,0
105/12/19,"9,316.06","9,317.03","9,237.98","9,239.32",105/12/19,"15,232.84",2016-12-19,9316.06,9317.03,9237.98,9239.32,15232.84,0,0
105/12/20,"9,229.74","9,258.69","9,199.84","9,242.41",105/12/20,"15,237.93",2016-12-20,9229.74,9258.69,9199.84,9242.41,15237.93,0,0
105/12/21,"9,234.94","9,263.50","9,204.26","9,204.26",105/12/21,"15,175.03",2016-12-21,9234.94,9263.5,9204.26,9204.26,15175.03,0,0
105/12/22,"9,204.29","9,209.72","9,118.75","9,118.75",105/12/22,"15,034.05",2016-12-22,9204.29,9209.72,9118.75,9118.75,15034.05,0,0
105/12/23,"9,112.33","9,128.83","9,078.64","9,078.64",105/12/23,"14,967.93",2016-12-23,9112.33,9128.83,9078.64,9078.64,14967.93,0,0
105/12/26,"9,088.99","9,127.74","9,083.28","9,110.54",105/12/26,"15,020.52",2016-12-26,9088.99,9127.74,9083.28,9110.54,15020.52,0,0
105/12/27,"9,120.88","9,132.05","9,100.83","9,109.27",105/12/27,"15,018.43",2016-12-27,9120.88,9132.05,9100.83,9109.27,15018.43,0,0
105/12/28,"9,120.90","9,203.56","9,120.90","9,201.40",105/12/28,"15,170.32",2016-12-28,9120.9,9203.56,9120.9,9201.4,15170.32,0,0
105/12/29,"9,172.39","9,196.02","9,149.16","9,153.09",105/12/29,"15,090.68",2016-12-29,9172.39,9196.02,9149.16,9153.09,15090.68,0,0
105/12/30,"9,186.30","9,259.09","9,186.30","9,253.50",105/12/30,"15,256.22",2016-12-30,9186.3,9259.09,9186.3,9253.5,15256.22,0,0
