日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
110/03/02,"16,127.87","16,262.91","15,946.88","15,946.88",110/03/02,"30,785.79",2021-03-02,16127.87,16262.91,15946.88,15946.88,30785.79,0,0
110/03/03,"15,992.32","16,211.73","15,884.55","16,211.73",110/03/03,"31,297.08",2021-03-03,15992.32,16211.73,15884.55,16211.73,31297.08,0,0
110/03/04,"16,091.75","16,091.75","15,840.99","15,906.41",110/03/04,"30,707.89",2021-03-04,16091.75,16091.75,15840.99,15906.41,30707.89,0,0
110/03/05,"15,759.58","15,934.43","15,636.43","15,855.23",110/03/05,"30,609.10",2021-03-05,15759.58,15934.43,15636.43,15855.23,30609.1,0,0
110/03/08,"15,943.37","16,074.97","15,816.50","15,820.11",110/03/08,"30,541.29",2021-03-08,15943.37,16074.97,15816.5,15820.11,30541.29,0,0
110/03/09,"15,715.07","15,864.26","15,657.92","15,853.09",110/03/09,"30,604.96",2021-03-09,15715.07,15864.26,15657.92,15853.09,30604.96,0,0
110/03/10,"15,921.45","15,986.07","15,857.32","15,911.67",110/03/10,"30,718.05",2021-03-10,15921.45,15986.07,15857.32,15911.67,30718.05,0,0
110/03/11,"15,947.21","16,216.22","15,947.21","16,179.56",110/03/11,"31,235.22",2021-03-11,15947.21,16216.22,15947.21,16179.56,31235.22,0,0
110/03/12,"16,241.55","16,298.03","16,166.35","16,255.18",110/03/12,"31,381.23",2021-03-12,16241.55,16298.03,16166.35,16255.18,31381.23,0,0
110/03/15,"16,256.58","16,281.91","16,194.91","16,249.33",110/03/15,"31,369.93",2021-03-15,16256.58,16281.91,16194.91,16249.33,31369.93,0,0
110/03/16,"16,253.93","16,340.66","16,244.99","16,313.16",110/03/16,"31,493.15",2021-03-16,16253.93,16340.66,16244.99,16313.16,31493.15,0,0
