日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
113/10/01,"22,329.65","22,446.86","22,311.33","22,390.39",113/10/01,"49,400.47",2024-10-01,22329.65,22446.86,22311.33,22390.39,49400.47,0,0
113/10/04,"22,459.10","22,493.05","22,193.50","22,302.71",113/10/04,"49,207.14",2024-10-04,22459.1,22493.05,22193.5,22302.71,49207.14,0,0
113/10/07,"22,479.24","22,719.07","22,479.24","22,702.56",113/10/07,"50,089.32",2024-10-07,22479.24,22719.07,22479.24,22702.56,50089.32,0,0
113/10/08,"22,691.32","22,691.32","22,418.38","22,611.39",113/10/08,"49,888.19",2024-10-08,22691.32,22691.32,22418.38,22611.39,49888.19,0,0
113/10/09,"22,637.17","22,885.95","22,637.17","22,659.08",113/10/09,"49,993.41",2024-10-09,22637.17,22885.95,22637.17,22659.08,49993.41,0,0
113/10/11,"22,726.19","23,011.11","22,726.19","22,901.64",113/10/11,"50,528.56",2024-10-11,22726.19,23011.11,22726.19,22901.64,50528.56,0,0
113/10/14,"22,947.32","23,015.55","22,799.14","22,975.29",113/10/14,"50,691.06",2024-10-14,22947.32,23015.55,22799.14,22975.29,50691.06,0,0
113/10/15,"23,083.70","23,353.91","23,082.06","23,292.04",113/10/15,"51,389.92",2024-10-15,23083.7,23353.91,23082.06,23292.04,51389.92,0,0
113/10/16,"22,990.64","23,258.52","22,866.73","23,010.98",113/10/16,"50,769.80",2024-10-16,22990.64,23258.52,22866.73,23010.98,50769.8,0,0
113/10/17,"23,114.21","23,191.79","22,950.70","23,053.84",113/10/17,"50,864.37",2024-10-17,23114.21,23191.79,22950.7,23053.84,50864.37,0,0
113/10/18,"23,620.57","23,713.70","23,378.36","23,487.27",113/10/18,"51,820.95",2024-10-18,23620.57,23713.7,23378.36,23487.27,51820.95,0,0
113/10/21,"23,602.98","23,678.51","23,480.06","23,542.53",113/10/21,"51,942.88",2024-10-21,23602.98,23678.51,23480.06,23542.53,51942.88,0,0
113/10/22,"23,428.11","23,535.43","23,269.86","23,535.43",113/10/22,"51,927.27",2024-10-22,23428.11,23535.43,23269.86,23535.43,51927.27,0,0
113/10/23,"23,402.24","23,486.45","23,318.84","23,334.76",113/10/23,"51,484.62",2024-10-23,23402.24,23486.45,23318.84,23334.76,51484.62,0,0
113/10/24,"23,446.64","23,446.64","23,150.77","23,192.52",113/10/24,"51,170.78",2024-10-24,23446.64,23446.64,23150.77,23192.52,51170.78,0,0
113/10/25,"23,255.07","23,388.53","23,222.77","23,348.45",113/10/25,"51,514.82",2024-10-25,23255.07,23388.53,23222.77,23348.45,51514.82,0,0
113/10/28,"23,455.69","23,547.12","23,164.42","23,198.07",113/10/28,"51,183.03",2024-10-28,23455.69,23547.12,23164.42,23198.07,51183.03,0,0
113/10/29,"23,048.45","23,056.57","22,711.10","22,926.59",113/10/29,"50,584.04",2024-10-29,23048.45,23056.57,22711.1,22926.59,50584.04,0,0
