日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
 96/10/01,"9,523.98","9,555.07","9,474.40","9,488.50", 96/10/01,"11,222.16",2007-10-01,9523.98,9555.07,9474.4,9488.5,11222.16,0,0
 96/10/02,"9,597.96","9,642.95","9,582.70","9,623.25", 96/10/02,"11,381.85",2007-10-02,9597.96,9642.95,9582.7,9623.25,11381.85,0,0
 96/10/03,"9,650.03","9,783.75","9,618.14","9,700.07", 96/10/03,"11,472.82",2007-10-03,9650.03,9783.75,9618.14,9700.07,11472.82,0,0
 96/10/04,"9,663.53","9,676.35","9,574.01","9,627.39", 96/10/04,"11,386.85",2007-10-04,9663.53,9676.35,9574.01,9627.39,11386.85,0,0
 96/10/05,"9,645.63","9,670.13","9,565.00","9,617.26", 96/10/05,"11,374.87",2007-10-05,9645.63,9670.13,9565.0,9617.26,11374.87,0,0
 96/10/08,"9,736.93","9,744.97","9,683.14","9,717.17", 96/10/08,"11,493.26",2007-10-08,9736.93,9744.97,9683.14,9717.17,11493.26,0,0
 96/10/09,"9,743.61","9,743.61","9,591.94","9,639.83", 96/10/09,"11,401.78",2007-10-09,9743.61,9743.61,9591.94,9639.83,11401.78,0,0
 96/10/11,"9,707.93","9,729.47","9,661.23","9,697.67", 96/10/11,"11,470.21",2007-10-11,9707.93,9729.47,9661.23,9697.67,11470.21,0,0
 96/10/12,"9,677.33","9,731.16","9,490.01","9,496.47", 96/10/12,"11,232.23",2007-10-12,9677.33,9731.16,9490.01,9496.47,11232.23,0,0
 96/10/15,"9,565.36","9,577.04","9,431.66","9,518.45", 96/10/15,"11,258.51",2007-10-15,9565.36,9577.04,9431.66,9518.45,11258.51,0,0
 96/10/16,"9,468.88","9,618.03","9,461.27","9,592.47", 96/10/16,"11,346.06",2007-10-16,9468.88,9618.03,9461.27,9592.47,11346.06,0,0
 96/10/17,"9,582.19","9,616.26","9,492.89","9,562.16", 96/10/17,"11,310.33",2007-10-17,9582.19,9616.26,9492.89,9562.16,11310.33,0,0
 96/10/18,"9,605.49","9,667.07","9,574.96","9,637.07", 96/10/18,"11,398.93",2007-10-18,9605.49,9667.07,9574.96,9637.07,11398.93,0,0
 96/10/19,"9,666.58","9,673.96","9,609.58","9,611.72", 96/10/19,"11,368.95",2007-10-19,9666.58,9673.96,9609.58,9611.72,11368.95,0,0
 96/10/22,"9,278.89","9,381.65","9,275.72","9,360.63", 96/10/22,"11,071.95",2007-10-22,9278.89,9381.65,9275.72,9360.63,11071.95,0,0
 96/10/23,"9,419.54","9,512.56","9,419.54","9,502.39", 96/10/23,"11,239.63",2007-10-23,9419.54,9512.56,9419.54,9502.39,11239.63,0,0
 96/10/24,"9,593.20","9,640.49","9,442.62","9,442.62", 96/10/24,"11,168.93",2007-10-24,9593.2,9640.49,9442.62,9442.62,11168.93,0,0
 96/10/25,"9,546.85","9,573.29","9,503.83","9,568.26", 96/10/25,"11,317.84",2007-10-25,9546.85,9573.29,9503.83,9568.26,11317.84,0,0
 96/10/26,"9,637.49","9,661.94","9,573.00","9,631.51", 96/10/26,"11,392.65",2007-10-26,9637.49,9661.94,9573.0,9631.51,11392.65,0,0
 96/10/29,"9,743.73","9,822.37","9,735.43","9,809.88", 96/10/29,"11,603.63",2007-10-29,9743.73,9822.37,9735.43,9809.88,11603.63,0,0
 96/10/30,"9,854.27","9,859.65","9,727.58","9,757.93", 96/10/30,"11,542.18",2007-10-30,9854.27,9859.65,9727.58,9757.93,11542.18,0,0
 96/10/31,"9,777.58","9,787.90","9,664.64","9,711.37", 96/10/31,"11,487.10",2007-10-31,9777.58,9787.9,9664.64,9711.37,11487.1,0,0
