日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
107/11/01,"9,812.20","9,869.59","9,742.61","9,844.74",107/11/01,"17,562.88",2018-11-01,9812.2,9869.59,9742.61,9844.74,17562.88,0,0
107/11/02,"9,871.40","9,906.59","9,817.29","9,906.59",107/11/02,"17,673.23",2018-11-02,9871.4,9906.59,9817.29,9906.59,17673.23,0,0
107/11/05,"9,856.85","9,889.81","9,786.25","9,889.81",107/11/05,"17,643.29",2018-11-05,9856.85,9889.81,9786.25,9889.81,17643.29,0,0
107/11/06,"9,888.41","9,899.97","9,782.86","9,824.95",107/11/06,"17,527.59",2018-11-06,9888.41,9899.97,9782.86,9824.95,17527.59,0,0
107/11/07,"9,818.15","9,912.53","9,817.95","9,908.35",107/11/07,"17,676.68",2018-11-07,9818.15,9912.53,9817.95,9908.35,17676.68,0,0
107/11/08,"9,958.47","10,014.42","9,938.55","9,945.31",107/11/08,"17,742.62",2018-11-08,9958.47,10014.42,9938.55,9945.31,17742.62,0,0
107/11/09,"9,921.78","9,921.78","9,798.45","9,830.01",107/11/09,"17,536.92",2018-11-09,9921.78,9921.78,9798.45,9830.01,17536.92,0,0
107/11/12,"9,806.80","9,875.84","9,764.46","9,831.21",107/11/12,"17,539.06",2018-11-12,9806.8,9875.84,9764.46,9831.21,17539.06,0,0
107/11/13,"9,727.17","9,777.35","9,616.16","9,775.84",107/11/13,"17,440.29",2018-11-13,9727.17,9777.35,9616.16,9775.84,17440.29,0,0
107/11/14,"9,799.69","9,823.25","9,763.89","9,791.88",107/11/14,"17,468.89",2018-11-14,9799.69,9823.25,9763.89,9791.88,17468.89,0,0
107/11/15,"9,806.58","9,844.39","9,755.12","9,826.46",107/11/15,"17,530.59",2018-11-15,9806.58,9844.39,9755.12,9826.46,17530.59,0,0
107/11/16,"9,819.05","9,851.29","9,770.87","9,797.09",107/11/16,"17,478.20",2018-11-16,9819.05,9851.29,9770.87,9797.09,17478.2,0,0
107/11/19,"9,795.47","9,836.02","9,779.40","9,828.69",107/11/19,"17,534.57",2018-11-19,9795.47,9836.02,9779.4,9828.69,17534.57,0,0
107/11/20,"9,788.95","9,800.03","9,726.80","9,743.99",107/11/20,"17,383.64",2018-11-20,9788.95,9800.03,9726.8,9743.99,17383.64,0,0
107/11/21,"9,698.52","9,753.69","9,632.47","9,741.52",107/11/21,"17,379.23",2018-11-21,9698.52,9753.69,9632.47,9741.52,17379.23,0,0
107/11/22,"9,769.33","9,792.99","9,702.77","9,714.71",107/11/22,"17,331.40",2018-11-22,9769.33,9792.99,9702.77,9714.71,17331.4,0,0
107/11/23,"9,730.64","9,738.80","9,654.91","9,667.30",107/11/23,"17,246.81",2018-11-23,9730.64,9738.8,9654.91,9667.3,17246.81,0,0
107/11/26,"9,679.98","9,847.35","9,679.98","9,765.36",107/11/26,"17,421.79",2018-11-26,9679.98,9847.35,9679.98,9765.36,17421.79,0,0
107/11/27,"9,728.95","9,781.40","9,688.74","9,778.62",107/11/27,"17,445.68",2018-11-27,9728.95,9781.4,9688.74,9778.62,17445.68,0,0
107/11/28,"9,774.03","9,890.89","9,767.14","9,884.31",107/11/28,"17,634.48",2018-11-28,9774.03,9890.89,9767.14,9884.31,17634.48,0,0
107/11/29,"9,959.87","10,001.85","9,885.36","9,885.36",107/11/29,"17,636.36",2018-11-29,9959.87,10001.85,9885.36,9885.36,17636.36,0,0
107/11/30,"9,899.24","9,957.63","9,888.03","9,888.03",107/11/30,"17,641.12",2018-11-30,9899.24,9957.63,9888.03,9888.03,17641.12,0,0
